('action_bottom', 'auditory_top')	('action_top', 'auditory_top')	('action_bottom', 'auditory_bottom')	('action_top', 'auditory_bottom')	average_similarity	average_std
Saal	Streicheln	Wölkchen	Wäsche	0.42748742874630263	0.20519604574127365	
Uhu	Streicheln	Schopf	Gurt	0.4274499144152535	0.24742248869343547	
Radio	Schlag	Blüte	Ball	0.42743726076326904	0.23873426111210183	
Augenzeuge	Anschlag	Südstadt	Abrollen	0.42728149834788054	0.22133650624569565	
Journalist	Hämmern	Papyrus	Werkstück	0.42723561374230457	0.22495010547228683	
Jingle	Tanz	Herd	Kneten	0.42720892734732496	0.23800742602359018	
Ohrenzeuge	Fußtritt	Zähnchen	Fußknöchel	0.4271535249581076	0.18813496222512244	
Telefax	Hämmern	Lid	Paddel	0.42704956208855677	0.17733083967295601	
Entertainer	Vibrieren	Quarter	Bürste	0.42704857904837557	0.35029370041176605	
Entertainer	Tanz	Wunderkerze	Satteltasche	0.42696899255083104	0.2572608177376148	
Sandmännchen	Vibrieren	Mosaik	Bekleidung	0.4269575647359402	0.2868000775340211	
Entertainer	Klaviatur	Gärtchen	Schränkchen	0.4269513526182244	0.3294324387723503	
Saal	Tanz	Diagramm	Faltenwurf	0.42694821655814863	0.25983314892111753	
Besetzer	Fußtritt	Zwickel	Unterarm	0.4269464622643286	0.119999428325174	
Saal	Fußtritt	Fluß	Hacke	0.42694384315517	0.27115489347494354	
Beitrag	Vibrieren	Schlafraum	Bettwäsche	0.426904006793331	0.3013188998299543	
Hooligan	Motorsäge	Behaarung	Vorhängen	0.426902798918056	0.20094184133473103	
Zeichentrick	Nachschlag	Heimchen	Schrubber	0.42684950840046687	0.11467328907973846	
Entertainer	Streicheln	Aster	Waschen	0.42683466463606967	0.18519624699059042	
Feuerwerker	Anschlag	Körpergröße	Befestigung	0.4266827289308455	0.19661389847966315	
Sprachrohr	Taktstock	Frontseite	Polsterung	0.4265636791280169	0.2714228214675639	
Videotext	Schlagwerk	Monogramm	Segeltuch	0.4265243902261459	0.2935110727128223	
Dolmetscher	Schlagwerk	Strichcode	Arbeitsgang	0.4264911102480999	0.28701154532190465	
Trinkspruch	Streicheln	Kaviar	Knetmasse	0.42632570380204277	0.1134051232659659	
Papagei	Fußtritt	Gecko	Einrad	0.42614797700499923	0.2120571492553024	
Artgenosse	Klatschen	Schwertfisch	Verrutschen	0.4261252134312679	0.13644280228413377	
Moderator	Klatschen	Weinstock	Kneten	0.42605759397100207	0.21641192163614215	
Schauspieler	Rohrstock	Straßenzug	Schuhwerk	0.4260116870770749	0.26806615710384163	
Saal	Schlagstock	Obelisk	Zaumzeug	0.4260070217265645	0.3316424725944083	
Telegraf	Klaviatur	Facelift	Abrollen	0.42600503622137714	0.2370814569246949	
Autofahrer	Schlagstock	Treppenhaus	Kleidung	0.42598484722947844	0.2828249300702195	
Telegraf	Schlagwerk	Strichcode	Segeltuch	0.425913138695198	0.2428340996928135	
Autokolonne	Schlagstock	Schiffswrack	Notizblock	0.42590553818507876	0.09243361550397891	
Sandmännchen	Klatschen	Weichtier	Rasieren	0.4258960983433096	0.159295366838256	
Ton	Streicheln	Gramm	Ball	0.4257659417996451	0.13863716104011337	
Extremist	Fußtritt	Dickicht	Schere	0.42574009124280704	0.2474977121580106	
Entertainer	Nachschlag	Plätzchen	Kochgeschirr	0.42567969625976426	0.24857067072198877	
Fernsprecher	Klaviatur	Waschhaus	Arbeitsgang	0.42563424134107825	0.20328979583104415	
Videotext	Klaviatur	Vorschiff	Keilriemen	0.425612314434974	0.27545895638468426	
Rezitator	Taktstock	Faksimile	Stickerei	0.42558339890512187	0.2244626808221192	
Posaunist	Schlagwerk	Ziegelhausen	Werkstück	0.4254476803298972	0.27783842009323456	
Minister	Klatschen	Dachgeschoß	Polsterung	0.4254380078782897	0.2801026684108823	
Mischpult	Streicheln	Stulle	Einrad	0.4254255245284875	0.16217187911048211	
Komiker	Schlagwerk	Vorhof	Riemen	0.4253945205937046	0.2734470095771678	
Clown	Rohrstock	Streifen	Kissen	0.4253482459605363	0.2817238450423585	
Autofahrer	Schlagstock	Patina	Maniküre	0.4253213219061854	0.2577436725359172	
Funktionär	Hämmern	Ludwigstraße	Befestigung	0.42530245367090797	0.2583764859281797	
Reporter	Vibrieren	Stern	Weben	0.42523192813876703	0.2936880418020181	
Radio	Klaviatur	Buddha	Textile	0.42495602436285423	0.3297940944257199	
Telegraf	Taktstock	Achteck	Sitzfläche	0.42467315711873016	0.33929496795184255	
Journalist	Vibrieren	Siedlung	Textile	0.42464634460341943	0.34239826220262837	
Showmaster	Motorsäge	Seebrücke	Bekleidung	0.4246121977564134	0.31538642127664107	
Mitschüler	Fußtritt	Straßenrand	Schnürsenkel	0.4244930018366218	0.22387623180736624	
Lied	Klaviatur	Flor	Knobeln	0.4244565129001338	0.10779191570299242	
Schuljunge	Klatschen	Blondschopf	Verrutschen	0.4244390629694445	0.2172257792939548	
Videotext	Schlagwerk	Vorbau	Fixieren	0.42431672591385183	0.26349370379661574	
Saal	Tanz	Pavillon	Fußmatte	0.424312707658045	0.33711582792714384	
Entertainer	Schlag	Betrachter	Kleidung	0.42421514698398227	0.2730338123899194	
Schüler	Schlagstock	Kreuz	Papier	0.4241301535580872	0.14735531218514272	
Sirene	Streicheln	Eis	Hacke	0.4240273512195956	0.07065545951842535	
Bariton	Klaviatur	Lotos	Knobeln	0.4240205366991289	0.249367783386798	
Schwalbe	Tanz	Rumpf	Hand	0.42387941461917816	0.24055261814785767	
Jingle	Tanz	Krem	Planzen	0.4238663027405189	0.1341334748710298	
Singvogel	Rohrstock	Nessel	Tischtuch	0.4237674195536898	0.23126169073493194	
Radio	Tanz	Creme	Trocknen	0.4237452503983876	0.24088759521668915	
Entertainer	Vibrieren	Weintraube	Kochgeschirr	0.4237334762820469	0.28680988448720374	
Saal	Motorsäge	Wandbild	Stickerei	0.4237304570553692	0.3304444658265448	
Trinkspruch	Streicheln	Apfelwein	Kneten	0.423723945132415	0.18530590929405968	
Kollege	Klopfen	Zelle	Werkstück	0.423718693632666	0.2060305239024314	
Ohrenzeuge	Fußtritt	Schlüpfer	Fingernagel	0.42364751197207934	0.19169877420107098	
Showmaster	Schlagstock	Dachfenster	Stickerei	0.4236346948973823	0.40288899762530644	
Augenzeuge	Hämmern	Armenviertel	Verrutschen	0.4236026074520738	0.24677969234612537	
Schuljunge	Schlagstock	Wölkchen	Handtasche	0.42359071354669303	0.36083278459863344	
Extremist	Schlagstock	Kloake	Stichsäge	0.42357704510101235	0.25322279128608643	
Funktionär	Rohrstock	Blättchen	Stickerei	0.4234985510969101	0.20459069265971702	
Eule	Taktstock	Barke	Textile	0.42345194616053466	0.26850466038289406	
Psalmist	Vibrieren	Zedernholz	Trocknen	0.42332777091025325	0.17721473237445234	
Schächter	Klatschen	Gestein	Abrollen	0.42324331826161443	0.2011859263941825	
Lehrer	Klaviatur	Kocher	Waschen	0.4232219422041386	0.23812866668206217	
Trinkspruch	Streicheln	Buttermilch	Kneten	0.42310869541599266	0.2685937435809423	
Trinkspruch	Tanz	Myrrhe	Kneten	0.42303439435403645	0.24755874847411108	
Uhu	Rohrstock	Kamel	Handschuh	0.4229780594045412	0.25288493662302125	
Trinkspruch	Tanz	Olive	Trocknen	0.42296614645544883	0.24085834257960398	
Schauspieler	Klaviatur	Waisenhaus	Schlitten	0.42292502162517226	0.21794727582178688	
Trinkspruch	Streicheln	Lavendel	Kneten	0.4228957815654333	0.14598391560189572	
Kanzlerin	Hämmern	Körpergröße	Tragekomfort	0.4228457646072015	0.19496318779090543	
Beitrag	Taktstock	Format	Schaft	0.42277326534127885	0.18465053612621066	
Sprachrohr	Schlagwerk	Altarraum	Arbeitsgang	0.42274157622306907	0.32634046509039677	
Moderatorin	Streicheln	Horoskop	Tragekomfort	0.4227243084117829	0.2388374128239267	
Tölpel	Klöppel	Eiskappe	Abrollen	0.4227212879160301	0.20296671460676005	
Uhu	Streicheln	Leopard	Hacke	0.42269835025400354	0.3437146258665876	
Protestler	Fußtritt	Morast	Bolzen	0.42264417508460256	0.20883333887812774	
Trinkspruch	Streicheln	Sonnencreme	Befeuchtung	0.4225617813998713	0.22690942485493212	
Posaunist	Hämmern	Winterhude	Arbeitsgang	0.4225483123529879	0.25197098284715524	
Saal	Klöppel	Robe	Flicken	0.4224251755609334	0.3150740024985708	
Autokolonne	Klöppel	Hohlweg	Säbel	0.4223418752387489	0.24231182472689627	
Artgenosse	Hämmern	Kreuzotter	Schrubber	0.4222775292189307	0.24224994438335726	
Journalist	Klopfen	Kirchhof	Webstuhl	0.4222391555927854	0.2745589142512751	
Sender	Tanz	Weinberg	Fixieren	0.4221751892949463	0.2206967769723616	
Funktionär	Klaviatur	Nebengebäude	Werkstück	0.42204237701584546	0.2847505108741523	
Uhu	Taktstock	Pfau	Knobeln	0.4219986322853156	0.32253242164317275	
Schulleiter	Anschlag	Garnison	Befestigung	0.4219906388008598	0.19883353937803264	
Minister	Vibrieren	Beiwagen	Stichsäge	0.4219824681311531	0.2356022525983684	
Redner	Hämmern	Depot	Textilie	0.42193984518621613	0.21757471997043973	
Beitrag	Schlag	Villa	Bekleidung	0.4219014007010075	0.29889309978453743	
Videotext	Taktstock	Habit	Flicken	0.42189073994305876	0.21601270098852932	
Gerichtssaal	Fußtritt	Zitadelle	Aufhängen	0.42186617717239355	0.28221245168720693	
Trauergast	Klaviatur	Klümpchen	Bindfaden	0.4218508533817163	0.23868395626747685	
Protestler	Klaviatur	Soutane	Kniescheibe	0.4218466853578673	0.11784701782735592	
Lehrer	Taktstock	Wegweiser	Stickerei	0.4218223160672829	0.34275270564061433	
Spaßmacher	Schlagwerk	Schattenriß	Kniescheibe	0.4217415795975102	0.22953897868786374	
Saal	Motorsäge	Signet	Maniküre	0.4217181459332758	0.30922626889330795	
Telegraf	Motorsäge	Reihenhaus	Stickerei	0.4216963160621163	0.3553495088627532	
Sängerin	Klatschen	Vlies	Riemen	0.42154298658029066	0.09314965005403747	
Redner	Klatschen	Volumen	Fixieren	0.4215016702086789	0.30553700278726487	
Minister	Hämmern	Fresko	Textile	0.4213357615845437	0.2542761281429951	
Showmaster	Streicheln	Münsterplatz	Liegestütze	0.4212936001003616	0.2930086187597186	
Autofahrer	Streicheln	Wolke	Hand	0.42118722742857795	0.2263629551636854	
Schulleiter	Klöppel	Faßbinder	Arbeitsgang	0.42118011986575005	0.24004143786525114	
Bombenleger	Fußtritt	Blutegel	Lidschlag	0.42114205829002355	0.1709675503510553	
Radio	Tanz	Salz	Trocknen	0.42112132176502665	0.1571264719521713	
Kollege	Anschlag	Erde	Tisch	0.4210816290815218	0.22635507880907474	
Posaunist	Klöppel	Anatom	Garn	0.4210607255860779	0.16439314462285098	
Autokolonne	Klöppel	Wandale	Abrollen	0.4210534810071476	0.11911319334364387	
Schwalbe	Klaviatur	Haube	Knobeln	0.4209971956915015	0.37210514115351007	
Trinkspruch	Tanz	Wildbret	Knetmasse	0.4209623563707538	0.03562607390804605	
Radio	Klatschen	Stiege	Planzen	0.42065230771656054	0.17450513543235102	
Kanzlerin	Klaviatur	Grüngürtel	Bekleidung	0.42061302737639844	0.22287179699205006	
Rezitator	Taktstock	Drehkreuz	Textile	0.4206105691749104	0.2921473026334529	
Minister	Taktstock	Schrein	Schuhwerk	0.42054930586329187	0.2721149242800463	
Vogel	Motorsäge	Treppe	Knie	0.42051385503641736	0.2824159328781223	
Videotext	Schlagwerk	Kittel	Schaft	0.42050592237932644	0.3058329423829153	
Gitarrist	Fußtritt	Krematorium	Fingernagel	0.4205046592835832	0.22698144875515353	
Protestler	Fußtritt	Kügelchen	Oberschenkel	0.42047452594900864	0.2505086307523854	
Zeichentrick	Nachschlag	Kerzenlicht	Geschirr	0.42037428752466205	0.2603701472746788	
Gerichtssaal	Nachschlag	Fleischhauer	Befeuchtung	0.42037239739108934	0.1166809699938082	
Bombenleger	Tanz	Weinrebe	Planzen	0.42036018035623907	0.24908313086852413	
Entertainer	Streicheln	Sommerkleid	Schränkchen	0.4202605336439964	0.36251830520154626	
Psalmist	Klaviatur	Ulan	Textile	0.4201881207386142	0.23260374256099267	
Clown	Schlagstock	Pixel	Accessoire	0.42014860582404784	0.22506478895555806	
Sprachrohr	Klaviatur	Dampfschiff	Tragekomfort	0.4201342371544386	0.3109822884733047	
Entertainer	Vibrieren	Laubengang	Stickerei	0.42001157193111155	0.3025027924563391	
Brecher	Motorsäge	Kutte	Knie	0.41988375652894244	0.19569033824217938	
Psalmist	Hämmern	Absorber	Befeuchtung	0.41986852984612805	0.2696229582080073	
Telegraf	Klaviatur	Rückleuchte	Textilie	0.41979800618019086	0.29289158994816944	
Uhu	Tanz	Dahlie	Planzen	0.41973616911005074	0.20086410695326223	
Tölpel	Schlagstock	Huftier	Ellbogen	0.41967112727585215	0.1711558065950248	
Trinkspruch	Klopfen	Paraffin	Befeuchtung	0.41962297098751206	0.24298641803221796	
Zeichentrick	Klaviatur	Alabaster	Schränkchen	0.41947001193493866	0.2909306068650699	
Reporterin	Schlagstock	Refraktor	Schnalle	0.41936327946184176	0.2893422070751255	
Funktionär	Schlagwerk	Gebälk	Paddel	0.4193484739688553	0.24930972911111146	
Trinkspruch	Tanz	Maggi	Kneten	0.41930999435571564	0.20787257060244926	
Tonband	Schlagwerk	Griffel	Schnur	0.4192739168145108	0.18748226722786668	
Kanzlerin	Tanz	Falkensee	Textile	0.419261723062631	0.23633592642395973	
Trinkspruch	Taktstock	Mahagoni	Wickel	0.4191988046281141	0.10034369769594247	
Trinkspruch	Motorsäge	Brennessel	Radiergummi	0.41916739857114776	0.09200656703570292	
Reporter	Klaviatur	Gitter	Faltenwurf	0.4191187682880571	0.23486842629264457	
Trinkspruch	Tanz	Sauce	Kneten	0.4191106275933964	0.25375671979093567	
Psalmist	Klaviatur	Sandelholz	Befeuchtung	0.41905886133184755	0.2745624757634225	
Bariton	Klöppel	Chrom	Knobeln	0.4188736292228237	0.23101799336602932	
Musiker	Schlagwerk	Patientin	Schlitten	0.418751051129816	0.25171572710117684	
Fernsprecher	Vibrieren	Dateiname	Stickerei	0.41871856421322745	0.2249482805999287	
Zwischenfall	Hämmern	Giftstoff	Widerhaken	0.4186999468675845	0.21875549208189973	
Recorder	Schlagwerk	Türpfosten	Schnalle	0.41866319979077177	0.3063542790774765	
Vogel	Tanz	Möhre	Knetmasse	0.4185675130351889	0.186142530335169	
Showmaster	Tanz	Halbmond	Segeltuch	0.4185023257337561	0.31690164217746064	
Fernsprecher	Klatschen	Landseite	Fixieren	0.41849861992179926	0.3252542805370358	
Kommentar	Hämmern	Gebirge	Bekleidung	0.4184980707187762	0.2273807686483271	
Saal	Tanz	Präparat	Trocknen	0.418421270172289	0.1946429498448704	
Anwalt	Taktstock	Korridor	Bekleidung	0.41837370184479256	0.355752664138645	
Telegraf	Rohrstock	Dock	Bügel	0.4183654453991183	0.13920183750205742	
Sprecher	Anschlag	Reservoir	Stichsäge	0.41811749921637337	0.2931966780361805	
Krachen	Streicheln	Euter	Kneten	0.41785301029775807	0.12119697376993081	
Darsteller	Vibrieren	Wandgemälde	Stickerei	0.4177739563419345	0.23057492446524108	
Schreihals	Schlagstock	Haarer	Haken	0.4175545790838611	0.10716309212925816	
Reporter	Schlagstock	Palast	Bekleidung	0.4173967756068035	0.26246201437558064	
Artgenosse	Streicheln	Quetzal	Einrad	0.4173511203409368	0.16265345844782172	
Sprecher	Klopfen	Tagebuch	Befestigung	0.41731756956449023	0.31798419083867474	
Sprachrohr	Klöppel	Jahnplatz	Knobeln	0.41729817175064676	0.21877111335594498	
Ohr	Klaviatur	Veranda	Wickel	0.4172493160319232	0.3110566590817681	
Entertainer	Nachschlag	Schlafgemach	Faltenwurf	0.4171852977902441	0.13322044630491647	
Mitschnitt	Streicheln	Cocktail	Kneten	0.41706898278450283	0.17012048527497278	
Zeichentrick	Klöppel	Brillenglas	Schuhwerk	0.41700077385121337	0.30111923972174925	
Saal	Klaviatur	Gärtchen	Geschirr	0.4169277395834783	0.27153718845842734	
Schrei	Tanz	Schwarze	Haken	0.4169079506729012	0.23889691077697528	
Sirene	Nachschlag	Salamander	Anfertigen	0.4168878582310023	0.1661553965034335	
Showmaster	Motorsäge	Bildpunkt	Lauffläche	0.4167814445505535	0.2891135502220811	
Trinkspruch	Tanz	Traube	Trocknen	0.4167440511248455	0.25533243537340267	
Darsteller	Vibrieren	Schattenbild	Vorhängen	0.41664551841352954	0.3089642122377227	
Unterhändler	Taktstock	Einfriedung	Werkstück	0.41658548338094875	0.1951360558985344	
Radio	Streicheln	Alge	Planzen	0.41656629676424556	0.17027505592147887	
Funktionär	Schlagstock	Container	Stichsäge	0.4165437381416048	0.13751225444398188	
Anwalt	Klaviatur	Säule	Kleidung	0.4164901355124478	0.3173341638039578	
Sandmännchen	Motorsäge	Barte	Knetmasse	0.4164867357430935	0.23794665846734592	
Anwalt	Tanz	Lake	Möbel	0.4164834404442965	0.2664801848001497	
Funktionär	Rohrstock	Strichcode	Bindfaden	0.4162096487416287	0.24542488317822928	
Sandmännchen	Tanz	Süßware	Kneten	0.41618139072373855	0.27086288082093907	
Redner	Hämmern	Anwesen	Werkstück	0.416162524499244	0.32008324780592634	
Trauergast	Hämmern	Armenhaus	Abrollen	0.41595049612651486	0.2915764382113024	
Trinkspruch	Streicheln	Blütenpollen	Befeuchtung	0.4158804150765401	0.29565280177860154	
Psalmist	Hämmern	Gote	Garn	0.4158078485695304	0.19920132831572968	
Aufzug	Schlag	Pixel	Kleidung	0.41578802215158445	0.2273639793785054	
Trinkspruch	Streicheln	Essig	Trocknen	0.41553041070249663	0.22339488147423103	
Saal	Klaviatur	Ziegel	Papier	0.4154802343175348	0.2968398885104951	
Ohr	Klaviatur	Altar	Papier	0.41545432518796604	0.266120395214706	
Beitrag	Anschlag	Mond	Kicks	0.41544718846048534	0.2980562638254241	
Redakteur	Anschlag	Vorstadt	Befestigung	0.4153748862145848	0.2842727424033183	
Redner	Tanz	Acre	Textile	0.4153711078113624	0.3222288631322723	
Beitrag	Klaviatur	Teleskop	Möbel	0.4152857647153236	0.30755302396713885	
Pfiff	Nachschlag	Parfum	Kneten	0.4151644843799443	0.09252018493185588	
Entertainer	Taktstock	Gartenstraße	Arbeitsgang	0.4149284325315603	0.3108479262926009	
Sandmännchen	Streicheln	Weintraube	Kochgeschirr	0.4149173608290355	0.3193637424597742	
Posaunist	Klöppel	Grabmal	Textile	0.41480883631040055	0.2922113849281082	
Fiedel	Klöppel	Meßfühler	Werkstück	0.41475044476148043	0.1667229845089868	
Ohrenzeuge	Klöppel	Beuteltier	Fußgelenk	0.4146604152874314	0.25708300105067156	
Radio	Streicheln	Himmel	Ball	0.41464959610867713	0.3489749546145932	
Showmaster	Tanz	Trikolore	Tragekomfort	0.41454971711012956	0.3601230825129742	
Komiker	Hämmern	Flecken	Schere	0.41431663877351604	0.21417715500995638	
Schulleiter	Hämmern	Wallstraße	Werkstück	0.4142085068626451	0.29255000215155674	
Gitarrist	Klopfen	Stickstoff	Trocknen	0.41413693617501585	0.15435154601301607	
Minister	Anschlag	Zentrum	Hand	0.41410667750431873	0.3863436575723176	
Autokolonne	Schlagstock	Flügeldecke	Fußknöchel	0.4140033511049343	0.28502372355393074	
Tuba	Schlagwerk	Zement	Stichsäge	0.41391647212890686	0.1470129634036395	
Telefax	Klopfen	Spital	Riemen	0.41376202450131155	0.2576206059196734	
Sinto	Anschlag	Gaswerk	Planzen	0.4136729227108202	0.21127611409565766	
Lehrer	Nachschlag	Licht	Leder	0.41365922482750994	0.2907750852082004	
Kommentator	Klaviatur	Bachstraße	Werkstück	0.4136385760721441	0.2851581979960136	
Autofahrer	Schlagstock	Fotograf	Kleidung	0.4136219766157921	0.23942815677469545	
Krähe	Nachschlag	Äuglein	Kicks	0.4133938918377679	0.18382733280510619	
Papagei	Schlag	Blume	Deckel	0.41331322069413573	0.2224063318036329	
Trinkspruch	Motorsäge	Melone	Knetmasse	0.4133050940674428	0.2673023887637941	
Uhu	Anschlag	Träne	Kicks	0.41330003064739573	0.243056453973714	
Trauergast	Rohrstock	Thorax	Unterarm	0.41316071460300724	0.2687704340765151	
Krähe	Klopfen	Gecko	Paddel	0.4131545274589153	0.21405583331629088	
Funktionär	Taktstock	Augenoptiker	Bekleidung	0.41308642015443237	0.2121857581178813	
Trinkspruch	Motorsäge	Ladenlokal	Tischdecke	0.4130484309063003	0.303834064655039	
Protestler	Schlagwerk	Gerinnsel	Ellbogen	0.4129738389953923	0.17934885860469488	
Sandmännchen	Streicheln	Spring	Wickel	0.41297312502133604	0.22549812915865944	
Redakteur	Rohrstock	Grabplatte	Arbeitsgang	0.4128737996070822	0.19808535293246468	
Beitrag	Vibrieren	Emblem	Möbel	0.41282034223615954	0.3928169477926862	
Trinkspruch	Streicheln	Knoblauch	Kneten	0.41279851881293544	0.14764568152995308	
Recorder	Klöppel	Parzelle	Fixieren	0.4127896521193309	0.2835174589808107	
Trinkspruch	Streicheln	Meeresfrucht	Kneten	0.41269820793541806	0.1930169240457799	
Reporterin	Streicheln	Scheinwerfer	Befestigen	0.4125862049187212	0.3111671503435949	
Telegraf	Tanz	Aquädukt	Knobeln	0.41249448132402944	0.23005998427999086	
Showmaster	Taktstock	Spalier	Bekleidung	0.4124109690622941	0.29104962923124295	
Schüler	Vibrieren	Villa	Knobeln	0.4123056226451549	0.2977111478987151	
Showmaster	Taktstock	Fußgängerweg	Handkarren	0.41230511690443256	0.24787920065787167	
Ton	Taktstock	Coupon	Drehbank	0.4122549482756834	0.12423635190060234	
Würger	Anschlag	Koralle	Handschuh	0.41220310711495617	0.1657116194576866	
Psalmist	Klöppel	Gefach	Keilriemen	0.4121985242256301	0.20268581272376088	
Krachen	Tanz	Spaghetti	Kneten	0.41210446931086037	0.06406326959858911	
Trinkspruch	Streicheln	Grünkohl	Kneten	0.41208933002586406	0.19737641449319565	
Vogel	Klöppel	Blazer	Weben	0.41203796276244037	0.2269023362697097	
Sängerin	Taktstock	Kristall	Kicks	0.4120354090161021	0.31541307579888933	
Trinkspruch	Streicheln	Mehlschwitze	Trocknen	0.4120106146980372	0.17244617836024645	
Metronom	Taktstock	Unze	Knobeln	0.4120037203128488	0.18806185499039516	
Autofahrer	Schlag	Siegel	Ballen	0.41196984081195104	0.2649557505132814	
Kleiber	Anschlag	Höcker	Stichsäge	0.4118838167345884	0.32923252877727766	
Clown	Klöppel	Halstuch	Segeltuch	0.41182319017550695	0.3725919437111743	
Lehrer	Schlag	Berg	Möbel	0.4118048585219012	0.30351519482527184	
Spruch	Vibrieren	Perle	Accessoire	0.41169703383683903	0.2637547240589876	
Beitrag	Klatschen	Kitt	Möbel	0.41166654831382843	0.18282230038080738	
Krachen	Anschlag	Pulver	Trocknen	0.41159565751943267	0.06576383573976527	
Dolmetscher	Vibrieren	Seitenschiff	Werkstück	0.4114872831509652	0.37123035473392324	
Reporter	Schlagstock	Dach	Stange	0.41145641949682776	0.36785424048410986	
Musiker	Taktstock	Kapsel	Bügel	0.4112863918337091	0.16423933791353934	
Besetzer	Fußtritt	Pulpa	Stichsäge	0.4112146417992857	0.18433728404840516	
Trinkspruch	Tanz	Beere	Kneten	0.41105857914130944	0.25486331571017984	
Sprachrohr	Taktstock	Sextant	Paddel	0.4110584364451091	0.28739320255074546	
Redner	Nachschlag	Portrait	Accessoire	0.4109370340254632	0.2882340381116729	
Reporter	Klöppel	Häuserblock	Lauffläche	0.41090811143646677	0.2406909270989164	
Sprecherin	Klopfen	Datensatz	Stickerei	0.4108513035285249	0.31387494109720493	
Sandmännchen	Motorsäge	Gewächshaus	Kochgeschirr	0.41079708028162115	0.27320615991503433	
Kommentator	Klöppel	Raumfahrzeug	Abrollen	0.41068411755836093	0.16386974142344476	
Beitrag	Vibrieren	Ranch	Knobeln	0.4106811284411112	0.1468526728437036	
Schauspieler	Motorsäge	Blättchen	Lauffläche	0.4104756185253638	0.2144768549101086	
Kuckuck	Hämmern	Schnecke	Widerhaken	0.41043020883056197	0.20605378869340477	
Tölpel	Fußtritt	Mongole	Ellbogen	0.41041022297073554	0.18707585052114825	
Brecher	Rohrstock	Bakterie	Widerhaken	0.4104085310560219	0.2233055981037872	
Fernsprecher	Taktstock	Auguststraße	Faltenwurf	0.41033529767466703	0.25414646478006253	
Minister	Taktstock	Stockwerk	Bettwäsche	0.4103324697195305	0.3062458109687715	
Schmierfink	Rohrstock	Zahnfleisch	Karabiner	0.41032025728397165	0.08991503046777911	
Schwalbe	Klopfen	Leopard	Gurt	0.4103103792168244	0.35315341383912413	
Singvogel	Schlag	Nest	Daumen	0.4102552149826331	0.26855783264163585	
Wärter	Rohrstock	Yard	Säbel	0.4102435446415707	0.15355210009500497	
Musiker	Fußtritt	Sand	Knie	0.40993427294660273	0.2140500292074689	
Kanzlerin	Motorsäge	Hofgarten	Planzen	0.40991480760396753	0.2552109059213062	
Schauspieler	Hämmern	Territorium	Anfertigen	0.40990944207190255	0.20955359332824675	
Fiedel	Klopfen	Kapillare	Keilriemen	0.40990723300767096	0.22240836783453555	
Vogel	Taktstock	Vorplatz	Kleidung	0.40987758227157894	0.3490320277012929	
Sänger	Tanz	Meer	Hand	0.40987020181232564	0.22684922874496988	
Spruch	Tanz	Toast	Kochgeschirr	0.4098255119166086	0.17827142380941383	
Interpret	Klaviatur	Herd	Geschirr	0.4098008283389885	0.2428176612624481	
Entertainer	Schlagwerk	Appartment	Fixieren	0.4097916339121874	0.33729596974808057	
Sender	Streicheln	Röschen	Waschen	0.4097770922737684	0.14771065641846637	
Ohr	Motorsäge	Tank	Karton	0.4097351017629207	0.18198729021408547	
Komiker	Anschlag	Pagode	Abrollen	0.40971472163102546	0.26405912857109565	
Entertainer	Vibrieren	Strichcode	Bettwäsche	0.40965417028604106	0.24955475406629288	
Zaunkönig	Schlag	Kaninchen	Messer	0.4096485960149179	0.1448245190353736	
Saal	Schlagstock	Lichthof	Faltenwurf	0.4096407584505795	0.3773872432252283	
Trinkspruch	Streicheln	Nektarine	Kneten	0.409616034682891	0.3433069143445266	
Fernsprecher	Schlagwerk	Gefach	Abrollen	0.4096034000334732	0.20444725547497183	
Lehrer	Streicheln	Veranda	Tisch	0.40952331159085986	0.257319816124682	
Sandmännchen	Rohrstock	Halbmond	Schuhwerk	0.4095069932886964	0.3241959604986387	
Fernsprecher	Klaviatur	Wandelhalle	Faltenwurf	0.40944615928588846	0.33761978528539993	
Kommentator	Hämmern	Stadtstaat	Abrollen	0.4094431745638331	0.26577695712343147	
Monolog	Schlagwerk	Säckel	Keilriemen	0.40935180359466755	0.1972652900231094	
Reporterin	Tanz	Zentaur	Tätowieren	0.4093186139751556	0.22010075154026937	
Eule	Klöppel	Quadrat	Bekleidung	0.4092874494754572	0.2650919388783587	
Telegraf	Klaviatur	Franse	Textile	0.4092810626630048	0.27754898639930703	
Vogel	Klöppel	Baumkrone	Bleistift	0.40926826583738807	0.3374923923145478	
Ohr	Klopfen	Wanne	Gurt	0.4092618760021654	0.14166030795687767	
Schuljunge	Vibrieren	Dunkelkammer	Stickerei	0.4092177329308863	0.27283473268855135	
Anwalt	Klöppel	Molekül	Werkstück	0.4092051959899396	0.20654673055764833	
Sandmännchen	Taktstock	Vereinshaus	Befeuchtung	0.40919945475553904	0.26399069619762133	
Uhu	Streicheln	Cabrio	Accessoire	0.4091646794356432	0.30647216919092957	
Tuba	Klöppel	Hemmstoff	Keilriemen	0.40913149942896315	0.28770336364978066	
Journalist	Klaviatur	Bauernhaus	Notizblock	0.4091206494954432	0.23710150931934904	
Pfiff	Hämmern	Mondkalb	Planzen	0.40909099697131107	0.21212517777722886	
Saal	Tanz	Signet	Maniküre	0.4090815290354055	0.29104429643703517	
