word	en_google_translation	predicted_concreteness	predicted_visual	predicted_haptic	predicted_gustatory	predicted_olfactory	predicted_auditory	predicted_hand	predicted_leg	predicted_head	predicted_mouth	predicted_torso	predicted_valence	predicted_arousal	predicted_dominance	en_concreteness	en_visual	en_haptic	en_gustatory	en_olfactory	en_auditory	en_hand	en_leg	en_head	en_mouth	en_torso	en_valence	en_arousal	en_dominance	
Ferienwohnung	holiday apartment	0.262	0.536	-0.044	0.441	1.184	-0.561	0.236	1.139	0.19	-0.249	0.771	0.9539097144180914	-1.6588849231149818	0.6453563132995773	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Fachbuch	technical book	0.394	-0.701	0.643	-0.184	0.17	0.546	0.272	-1.406	1.226	0.31	-0.844	0.4915385648930503	-0.294458508430315	0.5935084335877964	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Lagerhalle	storage hall	1.709	2.227	0.871	0.577	2.151	-0.994	0.852	0.928	-0.936	-1.452	0.482	-1.883355133163585	-0.26329722750131046	-1.616878083709395	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Manuskript	manuscript	1.504	-0.642	0.005	-0.31	0.068	-0.396	-0.206	-2.84	-0.156	-0.723	-2.338	-0.4633524245385695	-2.050330934268342	-0.6627215225134544	4.57	4.0	0.894736842	0.0	0.157894737	0.947368421	2.444444444	0.111111111	3.0	0.722222222	0.444444444	6.05	3.29	5.32	
Reihenhaus	townhouse	1.215	1.489	-0.072	-0.917	0.056	-1.661	-0.087	0.807	-0.859	-2.382	0.079	0.24888521907564404	-1.7896683689664281	0.23264072453098772	4.86	3.9375	1.0	0.0625	0.1875	0.3125	2.368421053	2.052631579	2.789473684	1.0	1.789473684	5.95	4.3	4.57	
Dialog	dialog	-0.183	-0.516	0.129	-0.48	-0.406	3.12	0.396	0.293	1.469	2.447	0.398	1.6457140146361406	-0.2536302464844744	1.9022770063890118	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Reptil	reptile	1.531	0.563	0.606	-0.114	0.904	-0.251	-0.679	-0.884	0.047	-0.788	-0.296	0.08955184799869814	1.3625875546776178	-0.9835933955657583	4.47	4.0	2.222222222	0.055555556	0.611111111	1.0	2.3	0.85	2.6	0.6	0.9	4.58	5.89	4.55	
Teilnahme	participation	-0.488	-0.061	-0.591	0.206	-0.842	0.32	0.687	1.241	-0.077	1.25	0.67	0.6263746641760116	0.6406196059259126	1.2495260602997698	2.86	4.055555556	0.666666667	0.0	0.055555556	2.055555556	3.105263158	2.578947368	2.631578947	3.105263158	1.789473684	6.15	3.55	6.3	
Wohnmobil	camper	0.774	1.375	0.704	-0.613	1.067	-0.165	0.139	2.518	0.097	-1.156	2.015	1.0457236040451252	-0.6423481969580866	0.4542081433876434	4.63	4.0	2.176470588	0.470588235	1.352941176	2.294117647	1.555555556	1.555555556	2.166666667	0.833333333	1.388888889	5.21	4.53	5.52	
Panikattacke	panic attack	-0.693	-1.094	-0.613	0.149	-0.082	0.874	-0.446	1.764	2.158	1.655	2.417	-2.0066177506761416	3.214195712036445	-2.5119669765317316	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Lagerraum	storage room	0.869	1.567	0.463	0.755	1.482	-1.367	1.045	1.092	-0.857	-0.842	1.321	-0.7724928307450701	-1.24814349841196	-0.17261603289898036	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Brühe	broth	1.309	-0.759	2.121	6.522	4.63	-1.03	0.735	-1.534	-2.611	3.825	-0.028	0.610606899297317	-1.3644871313871971	0.6822891782453288	4.68	2.952380952	1.238095238	4.238095238	3.047619048	0.380952381	1.111111111	0.166666667	1.777777778	3.5	0.777777778	5.55	2.27	6.23	
Waschen	wash	1.4	1.063	3.155	0.347	1.916	-0.984	3.047	1.596	-0.999	0.498	1.997	0.5604723456800127	-1.0160705572885964	1.7205307898530615	4.35	3.25	3.0	0.5	2.0	1.6875	4.157894737	1.368421053	2.315789474	0.894736842	1.368421053	6.0	3.7	6.53	
Kolonne	column	1.333	0.334	-1.125	-0.391	0.725	0.435	-0.583	0.54	-0.845	-0.098	-0.419	-1.0652374777369198	-0.45056772682252455	-0.7856692982690386	4.48	3.578947368	1.105263158	0.052631579	0.105263158	0.315789474	1.684210526	0.736842105	1.842105263	0.578947368	0.631578947	5.0	3.11	5.24	
Allee	avenue	0.561	0.591	-1.428	-0.214	1.064	-0.697	-1.771	0.201	-0.72	-1.094	-1.505	0.42789245639280116	-1.4619906351966714	0.7050769906101667	4.0	3.625	0.25	0.0	0.625	0.875	0.444444444	1.444444444	1.555555556	0.611111111	0.722222222	5.74	3.3	5.18	
Kicker	kicker	-0.011	0.903	0.019	0.351	0.053	0.144	0.667	1.279	0.033	-0.395	0.718	0.5043026710437548	0.9543053970335731	0.1887006873692476	3.88	3.65	0.85	0.0	0.0	0.95	0.476190476	3.523809524	1.80952381	0.571428571	1.0	5.11	4.85	5.53	
Balance	balance	-0.711	-0.289	1.531	-0.142	-0.729	-0.224	2.112	2.79	-0.327	-0.166	2.451	2.057454159673655	0.32996373139521656	2.232431064723542	2.89	2.555555556	1.111111111	0.666666667	0.388888889	0.833333333	2.5	3.045454545	2.409090909	0.818181818	2.227272727	6.84	4.13	5.47	
Säugling	infant	1.786	0.838	2.326	0.948	1.139	-0.476	1.111	0.46	0.005	0.643	2.901	0.3973564155076517	-0.08637560645781632	-0.24281183112706795	4.93	4.058823529	2.235294118	0.0	2.058823529	3.352941176	2.052631579	0.210526316	1.789473684	0.894736842	0.684210526	6.65	4.1	5.26	
Damm	dam	1.568	0.469	0.331	-0.863	-0.47	-0.134	-0.972	-0.278	-1.915	-1.084	-0.525	-0.6652734688575026	-0.5803468604646367	-0.7839365575479106	4.88	4.058823529	0.882352941	0.176470588	0.470588235	1.294117647	0.888888889	0.611111111	2.0	0.333333333	0.388888889	4.58	3.67	5.26	
Serviette	napkin	2.122	1.851	3.273	3.589	2.406	-2.482	2.432	-2.309	-1.576	1.058	-1.35	1.0467849813994785	-2.059611809819676	1.2326650270809907	4.93	4.375	3.8125	0.1875	0.375	0.4375	3.736842105	0.526315789	2.105263158	2.421052632	0.684210526	5.63	3.09	5.21	
Pult	teacher's desk	2.286	0.513	1.789	0.261	0.561	0.816	0.914	-0.704	-0.482	-0.431	-0.395	0.809623681169781	-2.07236304678947	0.6397550246187124	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Eberswald	eberswald	0.427	0.064	-0.135	-0.337	0.869	0.148	-0.687	-0.771	0.167	-0.439	-1.546	-0.09433247763246536	-0.1105915461129398	-0.556887906397276	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Frist	deadline	-1.058	-1.79	-1.537	-0.916	-1.642	-0.33	-0.396	0.206	-1.467	-0.861	-0.133	-0.021648774475198307	-0.6802286654026585	-0.040861260009544154	2.66	1.944444444	0.166666667	0.0	0.0	1.833333333	1.25	0.7	2.9	1.7	0.5	3.19	5.74	4.53	
Kran	crane	1.675	1.557	0.946	-0.76	-0.077	0.35	1.147	1.094	-1.319	-1.647	0.994	-0.2195050637293023	-0.435135320979721	-0.06182639919546789	4.68	4.0	1.444444444	0.055555556	0.055555556	1.777777778	1.714285714	1.047619048	2.333333333	0.666666667	0.857142857	na	na	na	
Nachforschung	research	-1.04	-0.723	-0.263	-0.24	0.312	0.619	0.514	0.209	0.949	0.001	-0.486	-0.14067612037727834	1.2311673855402911	-0.13444189717465097	3.03	3.789473684	0.684210526	0.421052632	0.421052632	2.315789474	2.25	0.9	4.1	1.25	1.0	6.5	4.8	7.16	
Getreide	grain	0.957	-0.159	0.599	4.338	3.461	-1.522	1.22	-0.389	-2.692	1.232	-0.44	-0.47559138585058236	-1.9309744029222662	0.19002639182084385	4.8	3.631578947	2.368421053	2.684210526	0.894736842	0.421052632	2.0	0.65	2.05	2.8	0.35	5.83	1.6	5.12	
Behörde	authority	-0.114	-0.068	-1.352	-0.587	-0.593	0.434	-1.307	-0.822	0.955	-0.277	-1.325	-0.8684567427772909	-1.5494328086626787	-0.6033779455457952	2.34	3.571428571	0.571428571	0.19047619	0.142857143	3.142857143	1.1	0.7	2.9	2.15	1.0	4.76	5.35	5.19	
Letter	letter	0.819	1.066	0.49	-1.149	-0.808	0.048	0.042	-1.618	-0.818	-0.331	-2.133	0.6515207904174967	-1.6219661604131752	0.6480352255617309	4.7	4.210526316	2.052631579	0.157894737	0.052631579	0.421052632	3.0	0.0	3.45	0.5	0.2	5.68	3.19	5.97	
Titelblatt	title page	2.392	3.147	0.931	-1.736	-1.197	-1.366	1.128	-2.01	-0.087	-2.377	-1.218	-0.45862212994107804	-0.5860928032044715	-0.2799215458710486	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Formation	formation	0.109	-0.15	-1.154	-1.039	-1.3	0.298	-1.683	0.622	-1.55	-1.018	-0.663	-0.42265074586492396	-0.13104670306094052	-0.9858264011591584	3.23	3.8125	0.5	0.0625	0.1875	1.25	1.777777778	1.777777778	2.0	1.333333333	1.611111111	5.58	4.0	5.0	
Präsentation	presentation	-0.367	2.828	0.672	0.055	0.14	0.923	1.935	1.13	1.579	0.611	1.102	1.9302554967170313	1.1929149930406844	2.2998369041893363	3.11	4.176470588	0.382352941	0.352941176	0.117647059	3.588235294	2.875	1.46875	3.625	2.90625	1.59375	4.9	4.65	4.62	
Tribüne	grandstand	1.907	2.302	-0.058	-1.448	-0.838	-0.073	-0.692	1.622	0.032	-0.789	-0.005	0.08362756962092177	-0.933676778114656	0.11218916223189787	4.03	3.25	0.75	0.0	0.0	1.5	1.105263158	1.052631579	1.842105263	1.473684211	0.526315789	4.9	4.91	6.21	
Extrem	extreme	-1.677	-0.071	1.13	-0.799	-0.63	-0.637	0.276	1.407	0.573	-1.453	1.282	-1.113188585978415	2.1227700844034105	-1.506657735723903	1.96	2.35	1.25	0.95	0.85	2.05	1.473684211	0.947368421	2.526315789	1.421052632	0.947368421	5.65	6.18	5.88	
Englischkenntnis	knowledge of english	-0.157	-0.368	-0.371	0.117	-0.362	0.544	-0.135	-0.635	2.198	1.288	-0.5	1.4711892377320979	-0.733305559854122	1.667655496934437	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Hintertür	back door	-0.027	0.312	-0.283	-1.108	-0.079	-0.263	-0.883	-0.113	-0.708	-1.256	-1.003	-0.29941490755904515	0.6915059302065079	-0.3614049405894831	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Klotz	klotz	1.573	1.152	1.894	-0.521	-0.774	0.13	1.733	1.235	-1.684	-0.856	-0.06	-0.7332309363777111	0.5760230304730067	-0.6653402120187744	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Grafik	graphic	0.216	2.994	-0.438	-0.865	-1.132	-0.795	1.376	-0.581	1.748	-1.143	-0.65	0.9327017318575469	0.20926141738753531	0.9626582068751832	3.2	4.555555556	0.222222222	0.0	0.0	1.944444444	1.476190476	0.19047619	3.047619048	1.095238095	0.380952381	5.1	4.7	5.08	
Abhandlung	treatise	-0.463	-0.457	0.495	-0.25	0.269	0.458	0.68	-0.782	0.687	0.551	-0.337	0.15290879923137948	-0.18109607019031326	0.45809949703425124	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Botanik	botany	-0.022	-0.091	1.309	1.282	2.279	-1.453	0.664	-0.766	0.269	-0.086	-0.339	1.0482101713611796	-0.2286061308377003	0.38171959706011355	2.97	3.3125	1.5625	0.125	0.875	0.3125	2.75	1.05	3.0	0.85	0.8	5.55	3.0	4.81	
Naturfreund	nature lover	0.55	-0.201	0.171	-0.252	0.576	-0.186	0.468	0.674	0.984	-0.099	0.283	1.148419508287204	-0.8847562794077904	0.963072129570792	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Klassenraum	classroom	1.123	2.172	0.147	-0.813	0.936	0.775	0.628	0.22	1.231	-0.15	-0.202	0.5319711851833173	-1.075668182095816	0.45692246285498433	4.76	3.823529412	0.941176471	0.0	0.352941176	2.529411765	1.75	1.45	2.7	1.9	1.5	5.57	4.0	5.05	
Kinderbuch	children's book	1.885	0.899	1.141	0.281	-0.075	0.301	0.603	-0.935	0.249	-0.019	-0.781	1.643130929270867	-0.49956174541444726	0.4413291807700703	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Dinner	dinner	0.637	1.114	0.29	2.876	2.129	0.178	0.099	-0.592	-0.176	1.464	-0.077	1.052155662055604	-0.12369166148209317	1.0536135709179852	4.5	4.058823529	2.117647059	4.823529412	3.647058824	1.235294118	2.052631579	1.105263158	2.473684211	4.0	1.368421053	6.4	3.85	6.05	
Kooperation	cooperation	-0.813	0.247	0.626	0.723	-0.046	0.819	0.317	0.215	0.794	1.448	-0.215	1.7947561443069175	0.9662341569958344	1.5120052075096941	2.03	3.388888889	0.666666667	0.5	0.444444444	2.555555556	1.363636364	1.090909091	2.909090909	2.5	1.045454545	6.62	3.32	6.83	
Gesundheitsministerium	ministry of health	0.848	-0.087	-0.172	0.356	0.557	0.095	-1.118	-1.121	0.24	0.569	0.251	-0.36066328219620253	-0.936116867214442	-0.5342848509264667	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Arbeitsschwerpunkt	focus of work	0.471	0.396	1.042	-0.494	0.075	-0.615	1.074	1.304	0.954	-0.987	1.03	0.2829842253201755	-1.1040621716063987	0.9658514945451565	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Slogan	slogan	0.868	0.298	0.363	0.239	0.681	0.582	0.2	0.195	0.483	1.494	0.514	1.232383253702004	-0.23409006370910038	1.891231542591203	3.03	3.631578947	0.0	0.0	0.0	3.631578947	0.619047619	0.19047619	2.380952381	2.904761905	0.142857143	4.9	3.45	5.24	
J	j	-0.92	-0.785	-0.218	-0.955	-0.867	0.121	-0.508	-0.824	-1.216	-0.394	-0.421	0.11403990508926407	-0.5403740163870834	0.15873368325656867	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Redakteur	editor	1.312	0.6	-1.429	-0.486	-1.44	2.111	-0.164	-1.254	0.474	0.441	-1.763	-0.48807087966359813	-1.1120643455529156	0.04725891662697096	4.25	2.777777778	0.5	0.111111111	0.166666667	1.555555556	1.904761905	0.238095238	2.952380952	1.333333333	0.238095238	5.43	4.09	5.9	
Gedenktag	remembrance day	0.772	0.039	0.11	0.717	0.073	0.051	-0.399	-0.222	-0.011	0.486	-0.126	0.06556214558858577	-0.6361398738813321	-0.5229146536502538	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
These	thesis	-1.054	-1.664	-0.152	-1.206	-0.556	0.288	-1.261	-0.348	0.301	-0.634	-0.087	0.07858014123240556	-0.46128919820942926	-0.07064434454091549	3.71	3.5625	0.625	0.0625	0.125	2.5	1.944444444	0.055555556	3.222222222	1.388888889	0.388888889	4.7	4.1	5.88	
Weltliteratur	world literature	-0.418	-0.598	-0.28	-0.141	-0.376	-0.27	-1.04	-1.755	0.22	-0.366	-1.415	0.046813273638234634	-0.8089900013306609	-0.6297599443603895	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Erreichen	to reach	-1.773	-1.185	-0.343	-0.312	-1.196	0.068	0.573	1.358	0.016	0.268	0.573	2.092984518836163	-0.29484676164425455	2.3840617402483586	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Spanisch	spanish	0.099	-1.271	-0.666	1.432	0.837	0.767	-1.15	-1.49	1.173	1.936	-0.959	0.4222959872172035	-0.27794923800201066	-0.015180273840614775	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Entsprechung	correspondence	-0.874	-0.199	0.039	0.269	0.118	0.451	-0.407	-0.339	-0.497	0.024	-0.091	0.8397442477376812	-0.7752377599600953	0.7185637003621431	3.35	2.705882353	1.117647059	0.176470588	0.235294118	1.705882353	1.8	0.05	2.8	2.15	0.05	6.59	5.05	5.71	
Perser	persian	-0.017	-0.461	-0.7	-0.266	-0.351	-1.037	-1.018	0.222	-0.745	-0.974	-0.429	-1.4634153943988863	0.4574036455345774	-1.6354872852143683	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Nachschub	replenishment	0.29	-0.401	0.74	1.008	1.017	-0.939	1.4	1.242	-1.08	0.334	1.606	0.06232003337517026	0.530011095616816	0.6213336233981824	2.28	1.764705882	1.058823529	1.352941176	0.294117647	0.823529412	2.105263158	1.105263158	2.052631579	2.736842105	1.526315789	na	na	na	
Ratgeber	counselor	0.434	0.073	-0.217	-0.415	-0.615	1.182	0.196	0.399	1.303	1.341	0.909	1.2411092032002153	-0.7164367140277706	1.5675119601228733	4.24	3.684210526	0.631578947	0.0	0.052631579	3.526315789	0.761904762	0.333333333	3.095238095	2.285714286	0.380952381	5.71	3.45	4.91	
Reglement	regulations	-0.191	-0.356	-0.465	0.22	-0.095	0.035	0.209	0.942	-0.252	0.026	0.519	-0.19980101322864954	0.2985470156995655	0.18407326839454816	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Nürnberger	nuremberg	-0.371	-0.608	-0.35	0.804	-0.301	0.551	-0.909	-1.938	-0.494	1.042	-1.816	-0.43908715802406584	0.22668519190025932	-0.7691396386934728	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Konvoi	convoy	0.702	-0.323	-0.097	-0.476	-0.146	0.214	-0.413	0.528	-1.194	-1.398	0.161	-0.6337070147301662	0.048586579186062795	-0.5380277902725491	3.54	3.9375	0.5625	0.0	0.1875	1.0	1.05	0.95	1.9	0.75	0.6	5.4	3.87	5.54	
Grübeln	pondering	-0.758	-2.009	-0.124	-0.675	-0.412	0.65	-0.556	0.681	1.735	0.581	0.487	-1.0367311548655396	-0.17061169915687596	-0.8463346253302566	1.78	2.0	0.0	0.05	0.05	1.4	0.380952381	0.142857143	3.80952381	0.380952381	0.0	na	na	na	
Sauerstoff	oxygen	0.382	-1.575	-0.451	0.114	1.652	-1.681	-0.264	-0.081	-0.919	-0.037	1.519	-0.0955715963792319	-0.23336311844676486	-0.21022183731854124	3.66	0.25	0.7	0.7	1.05	0.45	1.631578947	1.578947368	3.631578947	4.631578947	3.368421053	7.25	4.9	5.69	
Begleitung	accompaniment	-0.309	-0.87	-0.375	-0.339	-0.453	2.635	1.211	1.777	0.322	1.447	1.792	1.6092242602559181	-0.3206268295103132	1.704781451651882	2.26	2.846153846	0.615384615	0.230769231	0.230769231	2.461538462	0.736842105	0.578947368	2.157894737	1.526315789	0.578947368	na	na	na	
Keule	club	1.271	1.246	1.646	-0.011	-0.369	-0.106	1.201	-0.885	-1.992	-0.636	-1.2	-1.3710928724885225	1.5601331317242904	-0.8589142912010962	3.78	2.5	1.111111111	0.277777778	0.555555556	1.5	2.65	1.4	2.55	1.35	1.4	6.5	3.76	5.11	
Schimmel	mold	1.349	1.104	0.558	0.581	1.75	-2.008	-0.431	-0.214	-0.209	-1.749	-0.663	-0.18480618751947545	-0.46819414160800976	-0.7382827746116559	4.85	3.823529412	1.176470588	0.411764706	2.352941176	0.058823529	1.722222222	0.222222222	3.333333333	1.111111111	0.111111111	2.71	3.77	4.5	
Vorfreude	anticipation	-1.406	-1.148	-0.669	0.704	0.399	-0.054	0.122	0.776	1.187	1.21	0.995	2.5098486559596784	1.2269324564016824	2.0493964629360835	1.93	1.444444444	0.555555556	0.277777778	0.166666667	0.722222222	0.909090909	0.772727273	3.090909091	1.181818182	0.954545455	5.26	5.39	5.53	
Unterrichtsstunde	lesson	0.225	-0.456	-0.428	-0.111	-0.106	2.097	0.722	-0.189	1.303	1.375	-0.142	0.7775597848317197	0.2875603136751765	0.6730855224458226	2.79	3.736842105	1.473684211	0.789473684	0.473684211	3.578947368	1.5	0.444444444	3.277777778	2.055555556	0.444444444	5.57	3.8	6.79	
Überwindung	overcoming	-1.304	-0.795	0.292	-1.193	-1.92	-0.766	0.783	1.76	-0.92	-1.256	1.224	-0.5949492842457876	0.6679367264687747	-0.1945188725769064	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kalorie	calorie	0.011	-1.952	-0.004	4.11	2.725	-1.531	-0.943	-0.491	-1.136	2.545	1.622	0.8225677703224272	-0.08144640929849434	0.7621953897381568	3.44	1.529411765	0.117647059	2.352941176	0.470588235	0.647058824	1.1	0.8	2.15	2.8	1.75	na	na	na	
Entscheidungsfindung	decision making	-1.152	-0.916	-0.454	0.212	-0.278	1.051	0.054	0.048	1.959	1.274	0.17	0.698392223536096	-0.28627394293513153	1.329614240392905	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Auszeit	time out	-0.429	-1.143	0.594	0.806	-0.093	-0.272	1.465	1.321	-0.255	1.201	1.213	0.6410594504470016	0.18527145530775016	0.6921948600145709	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Inspektor	inspector	0.862	1.725	-1.09	-0.278	0.879	1.162	-0.204	-1.205	0.759	-0.17	-1.443	-0.6262785509424784	-0.22537517094336493	-0.28681052443610017	4.62	3.378378378	1.0	0.405405405	0.324324324	2.216216216	1.151515152	0.545454545	2.575757576	0.848484848	0.545454545	4.33	3.61	5.89	
Erhalt	receipt	-1.377	-1.004	-0.436	0.111	-0.009	1.423	0.956	0.131	-0.274	1.235	0.019	2.162909184215053	0.19348992528994208	2.633940230163747	4.86	3.625	2.5625	0.3125	0.4375	1.125	2.277777778	0.0	2.0	0.111111111	0.0	5.41	4.5	5.38	
Insulin	insulin	0.348	-1.801	0.03	1.541	0.863	-2.199	-0.362	-1.009	-0.945	0.401	1.412	-1.1163679330576208	-0.9196402318704776	-0.9037687372402782	4.37	2.157894737	0.473684211	0.210526316	0.157894737	0.263157895	1.5	0.944444444	1.333333333	0.555555556	1.0	4.52	4.92	3.81	
Methode	method	-0.125	0.021	0.538	-0.088	0.038	-0.603	1.158	0.03	-0.164	-0.971	-0.906	0.3695137149082613	-0.8448396750510462	1.0126117724994397	2.41	2.7	0.25	0.1	0.1	1.45	1.111111111	0.388888889	2.166666667	0.611111111	0.222222222	5.2	4.17	6.13	
Transaktion	transaction	-0.821	-0.062	0.106	-0.45	-0.86	-0.439	0.919	-0.266	-0.52	-0.379	-0.323	0.08581119968841115	0.5644188604724916	0.07269287353781326	2.9	3.7	1.0	0.0	0.0	2.15	3.105263158	0.894736842	3.315789474	2.736842105	0.947368421	5.26	3.73	5.58	
Intrige	intrigue	-1.211	-0.567	-0.262	-0.056	-0.036	1.008	-0.602	-0.364	0.122	1.07	-0.862	-1.8410169516808559	2.813837947983521	-2.128373641175338	2.0	1.8	0.4	0.1	0.2	2.15	0.631578947	0.052631579	3.210526316	1.736842105	0.526315789	6.05	5.18	6.21	
Psyche	psyche	-0.742	-0.644	0.679	-0.068	0.216	-1.286	-0.007	0.613	1.986	-0.611	1.84	0.2952654726742878	1.2046978929313201	-0.3002470710118202	1.34	0.625	0.625	0.0	0.0	0.875	0.157894737	0.052631579	3.578947368	1.0	0.210526316	5.0	4.61	4.59	
Radweg	bike path	0.402	0.574	0.224	0.166	0.073	-0.772	0.501	2.758	-0.498	-0.094	1.104	0.5315559335912581	-0.6989019399435416	0.6333457428436711	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Vorzeit	before time	-0.46	-0.364	-0.717	-0.046	-0.149	0.052	-1.97	-1.429	0.237	-0.448	-0.928	0.6280718400336905	0.8181848667425656	-0.3326893694200766	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kolonialzeit	colonial era	-0.768	-0.525	-0.985	1.019	0.686	-0.818	-2.08	-2.135	0.053	-0.441	-1.703	-0.552715537465607	-0.9413189851859547	-1.1906203457133517	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kategorie	category	-0.158	-0.305	0.211	0.202	0.302	0.323	-0.542	-0.515	0.621	0.446	-0.517	0.5690987154588675	1.1614673110723985	0.37972631404729434	2.82	2.0	1.0	0.777777778	0.722222222	1.222222222	0.842105263	0.631578947	2.0	1.368421053	0.736842105	5.05	2.67	5.48	
Format	format	1.066	1.755	0.028	-0.356	-1.296	-0.784	0.4	-1.017	-0.047	-1.295	-1.102	0.1296890716983783	-1.0041510647643523	0.5221913688028519	2.9	3.0625	0.5	0.0	0.0	1.3125	2.105263158	0.105263158	2.315789474	0.421052632	0.052631579	5.19	2.73	4.81	
Generaldirektor	general director	0.548	0.59	-1.147	-0.46	-0.831	0.849	-1.344	-1.847	-0.319	-0.205	-2.235	-0.18371774951190803	-1.2757309723445553	0.10488731935549318	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Trio	trio	0.24	-1.222	-0.688	0.656	0.303	0.132	-0.47	-0.313	-1.029	-0.511	-0.52	0.12769536301684442	-0.7038787275182317	-0.2601285393998689	3.97	3.545454545	0.681818182	0.181818182	0.090909091	1.681818182	1.421052632	0.789473684	2.0	1.210526316	0.473684211	5.68	3.38	4.7	
Flugplatz	airfield	1.18	0.588	-0.481	-0.192	1.45	1.352	-0.681	0.214	0.271	0.161	-0.104	-0.44658935879604056	-0.14743546146752756	-0.7493268187852621	4.7	4.2	0.3	0.0	0.35	2.55	0.7	1.25	2.05	0.35	0.3	5.74	4.38	4.82	
Beschaffung	procurement	-0.589	0.816	0.824	-0.134	-0.056	0.155	2.209	0.229	-0.64	-0.424	0.455	-0.12158790375756093	0.9952649099839899	0.19774751016040856	2.38	2.5625	1.4375	0.0625	0.25	0.9375	2.421052632	0.842105263	2.157894737	1.473684211	0.684210526	na	na	na	
Schattierung	shading	0.178	3.474	1.394	-0.376	-0.308	-2.809	1.538	-0.042	1.122	-2.425	-0.58	1.1505622862008824	-1.1651139833831055	1.3591854289804368	3.33	3.4375	0.75	0.125	0.125	0.3125	2.4	0.75	2.55	0.5	0.7	na	na	na	
Computerprogramm	computer program	1.21	0.766	0.119	-0.986	-0.854	0.494	1.434	-0.098	1.135	-1.137	-0.726	-0.03912419837453408	-0.3488270671301563	0.046444351550969605	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Grau	gray	-0.95	0.856	-1.137	-0.149	-0.101	-1.919	-1.967	-1.634	1.457	-1.391	-1.386	-0.6792221036974613	-0.7778297259313978	-0.7287591305383198	3.46	4.621621622	0.189189189	0.054054054	0.027027027	0.0	0.166666667	0.166666667	2.944444444	0.333333333	0.444444444	3.68	2.81	4.77	
Fußballspiel	football game	0.917	1.158	0.217	0.115	1.107	1.939	1.063	1.841	1.893	0.451	1.581	0.3281689962519321	1.4936058998258122	-0.1306203759782595	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Staatsangehörigkeit	nationality	-0.499	-0.996	-1.403	0.141	-0.247	-0.795	-1.379	-0.34	-0.286	-0.241	-0.379	-0.03413615273134714	-0.4279845120059422	-0.6871954765979693	2.74	3.105263158	0.052631579	0.210526316	0.157894737	1.789473684	1.25	0.75	1.75	1.3	0.95	5.6	3.5	5.32	
Ballade	ballad	-0.369	-1.84	-0.957	-0.443	-0.949	1.887	-0.491	0.011	0.432	1.264	0.41	0.3511270521139342	-0.16807653567441336	-0.05036077956416411	3.88	1.263157895	0.263157895	0.0	0.0	3.736842105	1.315789474	0.684210526	3.157894737	2.684210526	0.631578947	6.33	3.6	6.32	
Produktion	production	-0.118	0.781	0.178	0.457	1.003	0.877	0.791	0.21	-0.26	0.041	0.176	0.12258864521998061	0.7001556226011749	0.2961008031683418	2.59	3.3	0.75	0.25	0.15	2.0	2.19047619	1.428571429	2.80952381	1.238095238	1.333333333	6.06	4.78	6.05	
Formalität	formality	-2.094	-0.875	-1.088	-0.68	-0.16	-0.554	-1.072	1.431	0.775	-0.264	0.141	-0.8313707059308325	-0.3469068371671098	-0.4591875368490667	1.67	3.352941176	0.588235294	0.294117647	0.352941176	2.352941176	1.238095238	0.80952381	2.238095238	2.0	1.047619048	4.9	3.45	5.68	
