word	animate_prototypicality	natural_prototypicality	inanimate_prototypicality	innatural_prototypicality	
Anthroposoph	0.16607	0.20329	0.19849	0.17941	
Jugendweihe	0.31614	0.30527	0.31101	0.3167	
Obstgarten	0.32523	0.47296	0.47819	0.41027	
Heranwachsen	0.32293	0.34756	0.2875	0.25829	
Utopist	0.27296	0.23788	0.21518	0.22423	
Mischmasch	0.27863	0.35877	0.44397	0.42988	
Maifeier	0.23651	0.27895	0.33388	0.32889	
Überversorgung	0.20953	0.25658	0.31047	0.30313	
Sonderzug	0.28312	0.31027	0.41668	0.43305	
Verkehrsfluß	0.26317	0.29641	0.38442	0.39288	
Nazidiktatur	0.20936	0.22008	0.27665	0.28689	
Tierzucht	0.31923	0.33311	0.2476	0.21626	
Obszönität	0.36071	0.38943	0.41981	0.41393	
Verteidigungsausschuß	0.25883	0.29169	0.37014	0.37611	
Eigenwert	0.22234	0.23486	0.28793	0.29631	
Einwanderin	0.28698	0.32581	0.29894	0.27257	
Arztrechnung	0.19587	0.24872	0.35422	0.3587	
Inkonsistenz	0.23476	0.26597	0.30461	0.30027	
Brutkasten	0.50706	0.48345	0.46671	0.47141	
Urerlebnis	0.24795	0.29337	0.30861	0.2911	
Spezialistentum	0.29376	0.35235	0.41484	0.40432	
Sowjetmacht	0.22953	0.24724	0.29712	0.3022	
Prädisposition	0.3225	0.32457	0.29775	0.2883	
Sperrholz	0.27702	0.33101	0.41154	0.40825	
Ruhelage	0.30596	0.29329	0.38638	0.41739	
Grundmotiv	0.29053	0.30495	0.3646	0.37375	
Vergeblichkeit	0.33962	0.36381	0.37413	0.3648	
Sportgerät	0.30471	0.32512	0.45428	0.48007	
Lebhaftigkeit	0.33811	0.36119	0.35741	0.34464	
Koppelung	0.21184	0.21839	0.30753	0.32883	
Innenhafen	0.30256	0.31944	0.37676	0.38408	
Elendsviertel	0.21117	0.25641	0.29359	0.28241	
Buchdrucker	0.20367	0.21561	0.25345	0.2579	
Rededuell	0.27124	0.28296	0.30155	0.30051	
Orientale	0.15109	0.23865	0.23902	0.19812	
Entscheidungsstruktur	0.14557	0.19454	0.2688	0.26647	
Angina	0.21928	0.28088	0.30682	0.2849	
Blutversorgung	0.24385	0.27622	0.33257	0.33263	
Lebensspanne	0.37227	0.37914	0.31787	0.2964	
Krimkrieg	0.24642	0.28445	0.33185	0.32677	
Lithium	0.22756	0.27286	0.35677	0.35861	
Existenzform	0.24683	0.26684	0.29308	0.29041	
Daseinsform	0.24336	0.24343	0.23749	0.23505	
Geburtstrauma	0.29751	0.28568	0.33333	0.35124	
Suizidversuch	0.29144	0.33657	0.39328	0.38739	
Mythenbildung	0.22216	0.27226	0.2933	0.27532	
Entspannungspolitik	0.16747	0.22207	0.35024	0.36035	
Garnichts	0.32708	0.40068	0.48517	0.47376	
Klassenfeind	0.36226	0.35903	0.38474	0.39234	
Zukunftsbild	0.23729	0.31753	0.34998	0.3212	
Durchsichtigkeit	0.25742	0.2883	0.38828	0.40119	
Abwaschen	0.23223	0.30926	0.44233	0.44323	
Ausreiseantrag	0.28297	0.29402	0.34097	0.34815	
Gedeih	0.21377	0.34374	0.3644	0.30937	
Verderb	0.20972	0.34246	0.37772	0.3255	
Einerlei	0.33069	0.392	0.49286	0.49171	
Sexualerziehung	0.22477	0.26124	0.29527	0.28723	
Impotenz	0.2973	0.34951	0.35725	0.33433	
Kriegsverletzung	0.22253	0.25596	0.30486	0.3024	
Blutvergiftung	0.28745	0.34788	0.35154	0.32371	
Bluthund	0.55209	0.51709	0.42715	0.41649	
Thorax	0.30557	0.30667	0.32216	0.32506	
Verbrecherbande	0.3787	0.3904	0.44869	0.45844	
Stammland	0.2875	0.31608	0.2843	0.2613	
Verfolgungsdruck	0.19287	0.20914	0.30375	0.32213	
Gefräßigkeit	0.49139	0.49178	0.40333	0.37688	
Abgeben	0.18113	0.22722	0.32282	0.3277	
Truppenabzug	0.22541	0.25615	0.33989	0.34842	
Wegwerfen	0.31684	0.385	0.53122	0.53965	
Aufbauwerk	0.26638	0.28528	0.37315	0.38819	
Reiterei	0.24711	0.26706	0.32145	0.32669	
Fußvolk	0.29913	0.32158	0.39119	0.39938	
Trugschluß	0.3438	0.33709	0.37773	0.39117	
Verbindungslinie	0.20585	0.23389	0.32798	0.34072	
Abfallstoff	0.19161	0.28045	0.37742	0.36287	
Studentenclub	0.28933	0.31805	0.3813	0.38484	
Therapiegruppe	0.2567	0.29337	0.36406	0.3661	
Grundauffassung	0.18578	0.22865	0.32353	0.32969	
Betragen	0.16863	0.2113	0.24014	0.22794	
Umweltqualität	0.29491	0.33094	0.31678	0.29525	
Schreinerei	0.17364	0.21713	0.339	0.35247	
Lehmbau	0.22657	0.27878	0.33438	0.32509	
Baubetrieb	0.20371	0.22247	0.29152	0.30155	
Typhus	0.27634	0.32691	0.28487	0.24884	
Lärche	0.2981	0.42412	0.33662	0.25286	
Nadelbaum	0.38789	0.5112	0.47374	0.40497	
Wiederaufstieg	0.18703	0.23091	0.27676	0.26872	
Lebensrisiko	0.35028	0.34844	0.31464	0.30496	
Verantwortungsübernahme	0.27647	0.2919	0.37503	0.39032	
Langzeitwirkung	0.25425	0.31174	0.35659	0.34176	
Strahlendosis	0.19619	0.23834	0.30839	0.30789	
Barbiturat	0.22621	0.26982	0.27337	0.25348	
Erschlaffung	0.15685	0.21686	0.29202	0.28481	
Achteck	0.29459	0.34141	0.4352	0.4389	
Selbstblockade	0.27813	0.29215	0.37287	0.38814	
Reck	0.28392	0.30369	0.39394	0.40919	
Geschlechtskrankheit	0.3575	0.39192	0.35505	0.3277	
Nichtvorhandensein	0.26758	0.27577	0.34348	0.35784	
Eskimo	0.43149	0.42713	0.39006	0.38038	
Massenkaufkraft	0.26342	0.30027	0.35263	0.34943	
Einkaufsbummel	0.41817	0.45155	0.51124	0.51123	
Weltlage	0.19521	0.21608	0.30339	0.31759	
Täfelchen	0.18551	0.24825	0.3306	0.32405	
Zicklein	0.57974	0.59335	0.51948	0.49073	
Backsteinbau	0.19619	0.24937	0.3014	0.29075	
Direktorat	0.19347	0.21873	0.26368	0.26399	
Sicherheitschef	0.2965	0.28672	0.35715	0.38051	
Kriecher	0.40774	0.46029	0.477	0.45611	
Kriegsgefahr	0.23996	0.2641	0.32218	0.32654	
Weltwirtschaftsordnung	0.23682	0.2585	0.29108	0.28945	
Regelkreis	0.25258	0.24699	0.35224	0.38354	
Übernutzung	0.25332	0.32207	0.26123	0.21159	
Kommunique	0.26985	0.27034	0.35197	0.37379	
Verheerung	0.2502	0.306	0.32028	0.29769	
Hormonhaushalt	0.30011	0.33647	0.28795	0.25662	
Zwischenhirn	0.31374	0.33712	0.33009	0.31634	
Beklommenheit	0.30001	0.3448	0.35828	0.34041	
Kreidezeit	0.30909	0.3126	0.26343	0.2471	
Sprachstörung	0.29965	0.30253	0.30283	0.30067	
Volkskrieg	0.2044	0.25101	0.31166	0.30644	
Wissenschaftsverständnis	0.24773	0.2678	0.31634	0.31989	
Hirnhälfte	0.21608	0.22116	0.27324	0.28482	
Risikoabschätzung	0.27348	0.31211	0.31143	0.29252	
Platzmangel	0.23537	0.26531	0.33943	0.34561	
Ungarin	0.2308	0.27241	0.28873	0.27334	
Universalgeschichte	0.22773	0.25811	0.2937	0.2889	
Transmitter	0.262	0.30202	0.39879	0.40657	
Parteiversammlung	0.24209	0.26376	0.3252	0.33164	
Revisionist	0.28438	0.31945	0.33933	0.3278	
Trotzkist	0.23818	0.25421	0.27035	0.26672	
Amplitude	0.27347	0.29591	0.34074	0.34207	
Veredelung	0.20671	0.33245	0.37026	0.32201	
Verfeinerung	0.18721	0.27917	0.3531	0.33067	
Abstumpfung	0.15821	0.22081	0.30498	0.29909	
Drosselung	0.31289	0.30884	0.30778	0.3084	
Dienstleistungsqualität	0.21759	0.23014	0.31445	0.33159	
Gegenkultur	0.27667	0.32485	0.41428	0.41617	
Rohstoffvorkommen	0.21005	0.25352	0.26286	0.24472	
Sperrgebiet	0.24152	0.25549	0.27141	0.26867	
Grenznähe	0.17549	0.209	0.27608	0.27882	
Klimamodell	0.25868	0.28545	0.27604	0.26023	
Pfeifkonzert	0.31541	0.33223	0.42779	0.44581	
Promiskuität	0.34366	0.36124	0.30674	0.28229	
Enthaltsamkeit	0.18581	0.2595	0.32574	0.30961	
Vorankündigung	0.3302	0.37158	0.45587	0.45932	
Stoffwechselerkrankung	0.31528	0.3604	0.29687	0.25722	
Überflußgesellschaft	0.46108	0.4639	0.48271	0.48527	
Waldlandschaft	0.3367	0.39096	0.32429	0.27947	
Bodenbeschaffenheit	0.25995	0.36908	0.41589	0.37768	
Warenwelt	0.27216	0.28515	0.31252	0.31334	
Reformplan	0.17041	0.22548	0.28454	0.27507	
Japanerin	0.2996	0.34382	0.3585	0.34122	
Geschlechtszugehörigkeit	0.25233	0.25254	0.24365	0.2403	
Staatspolitik	0.20389	0.25665	0.29288	0.27797	
Motorisierung	0.28423	0.28795	0.34482	0.35816	
Wiedereintritt	0.2332	0.23522	0.32454	0.34791	
Schnüffeln	0.40083	0.39615	0.41241	0.41792	
Großmarkt	0.26851	0.33381	0.39455	0.38051	
Trennungslinie	0.20955	0.24641	0.30146	0.29917	
Kosak	0.31876	0.30786	0.31396	0.31974	
Weltverschwörung	0.255	0.30623	0.35973	0.35022	
Kitt	0.27926	0.34147	0.417	0.40851	
Seemacht	0.22221	0.24814	0.27376	0.26826	
Kontinentalsperre	0.22661	0.29081	0.35028	0.33653	
Zwanzigfache	0.27594	0.31481	0.32287	0.30629	
Bewußtseinszustand	0.21002	0.24599	0.31742	0.32014	
Buchrücken	0.39738	0.43388	0.50482	0.50658	
Existieren	0.1784	0.21356	0.26006	0.25626	
Desorganisation	0.20173	0.19146	0.25891	0.28195	
Extrembeispiel	0.40579	0.42588	0.47574	0.47917	
Zeichentrickfigur	0.57306	0.53522	0.46901	0.46625	
Paxton	0.28035	0.32331	0.34365	0.32861	
Betriebsgruppe	0.27684	0.2881	0.33367	0.34038	
Neuformulierung	0.18944	0.21383	0.31119	0.32658	
Zeitungsmeldung	0.32515	0.35179	0.4443	0.45688	
Begriffsbildung	0.24625	0.28334	0.36979	0.37607	
Zukunftsentwurf	0.30537	0.31332	0.33114	0.33151	
Grundkonsens	0.24679	0.25366	0.33051	0.3481	
Einsichtsfähigkeit	0.23637	0.23791	0.2897	0.30277	
Zurücknahme	0.16215	0.20046	0.31653	0.33081	
Bekräftigung	0.23241	0.25825	0.29727	0.29553	
Quantifizierung	0.19979	0.2513	0.29142	0.2782	
Gängelband	0.45982	0.44988	0.45107	0.45461	
Zwangspause	0.18627	0.22737	0.32703	0.33534	
Kehrtwendung	0.3006	0.31217	0.3682	0.37762	
Klimazone	0.27747	0.34104	0.29335	0.24971	
Lichterscheinung	0.34711	0.38445	0.42685	0.42038	
Lug	0.25949	0.27146	0.32299	0.33109	
Trug	0.32174	0.33303	0.36008	0.36146	
Psychoterror	0.28459	0.32335	0.39578	0.39724	
Indoktrination	0.20594	0.23534	0.29223	0.29393	
Fernsehspiel	0.39399	0.423	0.43565	0.42456	
Quellgebiet	0.27137	0.33337	0.31176	0.27618	
Mitspielen	0.33462	0.37596	0.46389	0.46835	
Forschungsteam	0.29712	0.31794	0.30642	0.29265	
Radikal	0.17225	0.20324	0.25699	0.25717	
Trunk	0.2525	0.33721	0.3804	0.35251	
Landnahme	0.18606	0.22446	0.24271	0.22947	
Nahrungsbedarf	0.41723	0.39953	0.26883	0.23916	
Grünzeug	0.44873	0.55402	0.53761	0.4829	
Führungswechsel	0.18592	0.20882	0.28085	0.28985	
Schriftstellerverband	0.21964	0.22955	0.2169	0.2081	
Gabentisch	0.32854	0.34518	0.38129	0.3827	
Heldenepen	0.23688	0.25961	0.26764	0.25865	
Durchlauf	0.19658	0.23972	0.36568	0.38039	
Geschwader	0.31254	0.32906	0.2995	0.28262	
Beschwichtigung	0.36096	0.36677	0.38909	0.39155	
Anpreisung	0.2919	0.34064	0.4058	0.40059	
Gartenweg	0.23622	0.34907	0.33708	0.28076	
Spezialliteratur	0.30482	0.32687	0.36647	0.36642	
Kompressor	0.26315	0.28683	0.41438	0.43834	
Allgemeingültigkeit	0.2167	0.24841	0.35181	0.36543	
Durchbrechen	0.18608	0.22821	0.32717	0.33481	
Vortragssaal	0.19544	0.23125	0.36652	0.38724	
Lehrsatz	0.12467	0.18164	0.2597	0.25481	
Sufismus	0.1695	0.2107	0.25676	0.25007	
Regierungstruppe	0.24753	0.26785	0.30595	0.30646	
Lastenaufzug	0.25101	0.26944	0.44764	0.48825	
Kindheitserlebnis	0.33621	0.35657	0.35524	0.34442	
Tüftler	0.32863	0.31217	0.36704	0.38903	
Gebirgsbach	0.28902	0.32051	0.26967	0.23998	
Tripper	0.46768	0.48218	0.49617	0.49195	
Syphilis	0.27654	0.32426	0.3044	0.2759	
Raumklima	0.16103	0.23009	0.32408	0.31793	
Heizsystem	0.18516	0.24295	0.41939	0.44148	
Glaubenssystem	0.21583	0.24148	0.31259	0.31997	
Hirninfarkt	0.23245	0.27388	0.33829	0.33643	
Kabeljau	0.48222	0.50138	0.38891	0.34707	
Elektroenergie	0.20218	0.22219	0.33452	0.3561	
Produktionsgenossenschaft	0.24816	0.28874	0.30653	0.29197	
Massenprodukt	0.19009	0.24835	0.36492	0.37002	
Fischlein	0.53805	0.53067	0.46196	0.44449	
Polizeiaufgebot	0.27993	0.2856	0.35086	0.36566	
Grundbestandteil	0.19437	0.30276	0.41221	0.39209	
Entschädigungssumme	0.27672	0.31128	0.35449	0.34975	
Künftige	0.21898	0.27138	0.32977	0.3212	
Grüngürtel	0.26741	0.30517	0.31307	0.29699	
Siedlungsbereich	0.22548	0.25871	0.26208	0.24695	
Einzeltherapie	0.22051	0.27771	0.37131	0.37037	
Rasieren	0.33394	0.38253	0.50887	0.52074	
Leitfähigkeit	0.21817	0.25425	0.36681	0.38097	
Härtetest	0.27726	0.33632	0.43444	0.43372	
Seestreitkraft	0.23965	0.25663	0.28797	0.28816	
Konservendose	0.3978	0.47301	0.60804	0.60982	
Rummelsburg	0.196	0.2018	0.23972	0.24706	
Hauskauf	0.28871	0.29182	0.30909	0.31161	
Beamtenapparat	0.13519	0.14042	0.228	0.2497	
Einheitsfront	0.1892	0.21637	0.28728	0.29398	
Handinnenfläche	0.29075	0.3219	0.45483	0.47675	
Agrarmarkt	0.25118	0.33584	0.33826	0.29898	
Geberland	0.23627	0.29292	0.38527	0.38419	
Gefahrenstelle	0.30574	0.32076	0.40226	0.4172	
Strafzumessung	0.18752	0.2181	0.30173	0.31042	
Hexameter	0.24073	0.2585	0.30795	0.31284	
Heterosexualität	0.2516	0.27311	0.31631	0.31768	
Radikalismus	0.16596	0.2065	0.277	0.27746	
Bohrturm	0.30675	0.37097	0.47384	0.47199	
Epileptiker	0.27646	0.28499	0.30838	0.31013	
Kletterpflanze	0.30912	0.46534	0.40448	0.31416	
Umschuldung	0.2073	0.27036	0.33762	0.32663	
Kriegsgrab	0.18049	0.22934	0.31671	0.31801	
Teilprivatisierung	0.21119	0.24981	0.29499	0.28912	
Gläubigerbank	0.30321	0.32105	0.35338	0.35325	
Liebesfähigkeit	0.33501	0.36478	0.36889	0.35524	
Plündern	0.28842	0.3059	0.29306	0.2805	
Moralapostel	0.27696	0.29253	0.37824	0.39419	
Händewaschen	0.25484	0.29715	0.42653	0.44241	
dreißiger	0.29656	0.30357	0.34346	0.35048	
Weisheitszahn	0.34902	0.38814	0.42029	0.41013	
Handlungszusammenhang	0.21359	0.24969	0.29656	0.29232	
Prophetie	0.20922	0.23389	0.25816	0.25291	
Farbfernseher	0.32398	0.34752	0.41742	0.42511	
Brennessel	0.41714	0.56688	0.58157	0.51508	
Behandlungsbeginn	0.21062	0.24086	0.29915	0.30084	
Moralismus	0.23491	0.25523	0.28704	0.28583	
Bewußtseinserweiterung	0.28166	0.35093	0.43756	0.4289	
Einprägung	0.27144	0.28083	0.41975	0.45348	
Schlaglicht	0.27391	0.32245	0.46801	0.48546	
Huftier	0.54852	0.48615	0.31462	0.29378	
Jahresetat	0.27463	0.30167	0.36239	0.36603	
Klimaforschung	0.2459	0.28048	0.27784	0.26034	
Abenteuerurlaub	0.42612	0.4213	0.41973	0.42023	
Utopismus	0.23922	0.24217	0.24842	0.24808	
Codename	0.40377	0.41755	0.3538	0.32833	
Mief	0.32627	0.36437	0.45727	0.46466	
Kulturträger	0.24107	0.2632	0.28381	0.27861	
Genitale	0.25865	0.25393	0.23559	0.23185	
Kettenglied	0.32285	0.30994	0.42976	0.46831	
Konzentrationsvermögen	0.18087	0.21611	0.26494	0.26174	
Höllenqual	0.35916	0.39301	0.42171	0.41299	
Kindheitstrauma	0.32208	0.33162	0.35958	0.36202	
Geisteskrankheit	0.29636	0.33545	0.33466	0.31544	
Geburtsfehler	0.29421	0.30111	0.32911	0.33287	
Lebensmittelvergiftung	0.28689	0.38514	0.38669	0.34076	
Strohsack	0.43171	0.49028	0.58879	0.58795	
Geldgeschenk	0.32446	0.35845	0.40381	0.3998	
Rindvieh	0.40942	0.40814	0.34478	0.32638	
Kooperationsrat	0.34137	0.34882	0.31857	0.30561	
Kopfgeld	0.39111	0.38063	0.39397	0.40137	
Abwehren	0.30158	0.32203	0.34458	0.34051	
Tochtergeschwulst	0.21921	0.27192	0.33029	0.32156	
Narkotikum	0.26468	0.33801	0.37198	0.34675	
Straßendecke	0.23231	0.32712	0.48243	0.48132	
Schlüsselroman	0.36438	0.40351	0.37845	0.35221	
Taschendiebstahl	0.40853	0.43176	0.51779	0.52989	
Strafverteidigung	0.24052	0.25479	0.30207	0.30797	
Leitantrag	0.2586	0.2882	0.36925	0.37746	
Hunne	0.28308	0.29709	0.30503	0.29991	
Niedere	0.20111	0.23159	0.22937	0.21402	
Machtspiel	0.29045	0.31913	0.3701	0.37021	
Archetyp	0.3074	0.32956	0.34082	0.33278	
Stratosphäre	0.20569	0.2777	0.32583	0.30535	
Troposphäre	0.17929	0.23177	0.28665	0.27718	
Biohof	0.32282	0.3535	0.32705	0.30446	
Rikscha	0.3836	0.35485	0.37116	0.38788	
Containerschiff	0.32754	0.35548	0.41287	0.415	
Biskuit	0.34928	0.4359	0.48072	0.45211	
Rückmarsch	0.2493	0.28684	0.29976	0.28524	
Nachhut	0.26204	0.28896	0.33813	0.33864	
Diplomingenieur	0.22466	0.25514	0.28626	0.28019	
Schutzhelm	0.35936	0.35403	0.439	0.46417	
Vagina	0.30225	0.34608	0.40252	0.39711	
Franziskanerorden	0.12627	0.15578	0.18357	0.1773	
Meinungsforscher	0.29377	0.29499	0.30232	0.30292	
Memento	0.35782	0.37535	0.43113	0.43755	
Nüchternheit	0.18504	0.23336	0.318	0.31877	
Züchtigung	0.27334	0.31888	0.36576	0.35697	
Entwürdigung	0.27058	0.27832	0.31754	0.32412	
Verrücktheit	0.34001	0.37615	0.43628	0.43536	
Weltproblem	0.2566	0.27457	0.27334	0.2639	
Urschrei	0.35626	0.35447	0.37756	0.38378	
Naturzerstörung	0.27545	0.30608	0.24426	0.21193	
Meßdiener	0.37141	0.34523	0.4234	0.45628	
Basisgruppe	0.22516	0.23877	0.29404	0.30253	
Familiensituation	0.27697	0.2766	0.31841	0.32945	
Ehrentitel	0.16851	0.18103	0.2057	0.20629	
Großkraftwerk	0.2371	0.25393	0.30185	0.30675	
Musikzug	0.23769	0.25815	0.36242	0.38143	
Vergötterung	0.20365	0.22453	0.25265	0.25024	
Nachlassen	0.18492	0.23101	0.31306	0.31414	
Hypophyse	0.21468	0.23571	0.21978	0.20493	
Großwetterlage	0.22167	0.27363	0.31392	0.30047	
Menschentyp	0.4245	0.38482	0.36815	0.38056	
Kindeskind	0.4017	0.39721	0.42306	0.43116	
Spind	0.41658	0.46642	0.55403	0.55422	
Kaisertum	0.09762	0.15805	0.24244	0.23779	
Katharsis	0.25446	0.29527	0.36508	0.36496	
Mondlandung	0.28216	0.32851	0.38291	0.37583	
Apollo	0.35105	0.36544	0.36991	0.36343	
Verbiegung	0.21721	0.26132	0.42209	0.44603	
Verdrehung	0.22113	0.2664	0.39025	0.40331	
Fehlleistung	0.29377	0.32314	0.37082	0.36968	
Nordwind	0.33532	0.36323	0.35294	0.33612	
Vergeltungsschlag	0.30897	0.35786	0.42122	0.41539	
Offiziersschüler	0.25678	0.26435	0.31316	0.32254	
Evolutionsgeschichte	0.4202	0.40841	0.31666	0.29515	
Unvollkommenheit	0.2165	0.22844	0.26521	0.26931	
Lebensvorgang	0.32261	0.34418	0.3747	0.37228	
Pessimist	0.3616	0.3737	0.35109	0.33806	
Glückliche	0.41868	0.43643	0.40468	0.3863	
Arbeitsdienst	0.21651	0.22766	0.2983	0.31226	
Staatskapitalismus	0.25939	0.28816	0.32614	0.32266	
Ideenreichtum	0.31335	0.35552	0.36788	0.35087	
Aktivposten	0.17422	0.19845	0.28967	0.30347	
Barte	0.44606	0.46216	0.46152	0.45253	
Klettergerüst	0.32618	0.37837	0.42369	0.41122	
Landbesitzer	0.20488	0.23502	0.23519	0.22066	
Otter	0.57198	0.49424	0.36184	0.35902	
Mutterschaf	0.43578	0.434	0.32809	0.29793	
Kompaniechef	0.23993	0.26424	0.30735	0.30744	
Stahlwerk	0.21357	0.25109	0.3561	0.36749	
Zwischenruf	0.32336	0.33591	0.44404	0.46753	
Staatsbankrott	0.2471	0.29584	0.35248	0.34503	
Auslandsschuld	0.22325	0.24906	0.29652	0.29718	
Anachronismus	0.29376	0.30646	0.35883	0.36672	
Therapieraum	0.18457	0.24171	0.37615	0.38678	
Rennfahrer	0.23693	0.25143	0.29127	0.295	
Geburtskanal	0.32204	0.32821	0.34611	0.34729	
Bezirksstaatsanwalt	0.21127	0.24033	0.29541	0.29674	
Pfeifenraucher	0.43995	0.46954	0.48884	0.47921	
Erwachsenenleben	0.35228	0.35528	0.32092	0.30884	
Bundesumweltamt	0.30667	0.32195	0.2993	0.28495	
Sekretion	0.24558	0.29503	0.3141	0.2958	
Erdgeschichte	0.24488	0.2642	0.25311	0.24032	
Kälteeinbruch	0.30718	0.36766	0.33876	0.30173	
Polarregion	0.30764	0.32995	0.3084	0.2911	
Wahlversammlung	0.17496	0.20614	0.27925	0.28475	
Ausschweifung	0.28156	0.31555	0.32412	0.30993	
Generalisierung	0.231	0.28145	0.35423	0.35055	
Krankheitsursache	0.28779	0.32029	0.28157	0.25481	
Kunstgriff	0.29685	0.314	0.43234	0.45664	
Stalinallee	0.25288	0.27893	0.29849	0.29113	
Schuldbewußtsein	0.34851	0.35732	0.40416	0.41214	
Todestrieb	0.29272	0.35775	0.34695	0.31292	
Amnesie	0.2527	0.2794	0.30762	0.30239	
Rettungsteam	0.32543	0.31842	0.3779	0.39681	
Zuchtmeister	0.4097	0.3917	0.30233	0.28439	
Jammertal	0.25435	0.28636	0.34938	0.35144	
Informationsmedium	0.28657	0.32512	0.41663	0.42354	
Silo	0.26916	0.30105	0.37174	0.37595	
Metallrohr	0.30197	0.35039	0.58289	0.62466	
Materialschlacht	0.19877	0.24642	0.34269	0.34699	
Lebenslust	0.29883	0.33132	0.36552	0.35914	
Saatkorn	0.30467	0.4009	0.42778	0.38983	
Aidskranke	0.29254	0.31405	0.30879	0.29646	
Akzeptieren	0.23502	0.25103	0.31832	0.32904	
Selbstvernichtung	0.27634	0.31776	0.33801	0.32367	
Unterhemd	0.36144	0.38065	0.5049	0.5297	
Beschleunigen	0.19848	0.26626	0.36673	0.36288	
Heimatforscher	0.18553	0.1996	0.19672	0.18883	
Satellitenstaat	0.2198	0.24456	0.30121	0.30494	
Unsicherheitsfaktor	0.26839	0.28565	0.37221	0.38764	
Diensteinheit	0.14248	0.16324	0.26499	0.28344	
Einschreiben	0.19835	0.22891	0.36688	0.39078	
Fettschicht	0.31528	0.36218	0.36052	0.33738	
Sozialphilosoph	0.22148	0.22095	0.20952	0.20589	
Gewichtsverlagerung	0.27451	0.28968	0.39235	0.41325	
Sowjetrußland	0.26774	0.29907	0.36359	0.36633	
Selbstwert	0.24115	0.27263	0.33997	0.34352	
Sadismus	0.25917	0.29483	0.33795	0.33274	
Penetration	0.27504	0.32439	0.43399	0.441	
Siebtel	0.26296	0.30694	0.3242	0.30787	
Zählen	0.25765	0.28989	0.2802	0.26177	
Viehzüchter	0.27333	0.28773	0.22608	0.20132	
Korrelat	0.1527	0.16088	0.21183	0.22185	
Schlechteste	0.33584	0.38597	0.39585	0.37439	
Initiativgruppe	0.27331	0.26908	0.3091	0.32144	
Aphasie	0.22922	0.22629	0.25308	0.26124	
Paralyse	0.34246	0.34199	0.33577	0.3332	
Vereisung	0.22332	0.27125	0.32543	0.31773	
Erdkruste	0.21053	0.26767	0.34899	0.34467	
Supertanker	0.38102	0.40517	0.45165	0.45233	
Wahrnehmungsfähigkeit	0.29265	0.27647	0.29758	0.31009	
Abwägen	0.14306	0.18732	0.26822	0.26994	
Ausagieren	0.2288	0.24	0.30374	0.31571	
Kernproblem	0.30465	0.32177	0.37376	0.37946	
Wirtschaftsblock	0.27898	0.32327	0.39553	0.39441	
Meeresströmung	0.30965	0.34458	0.35139	0.33619	
Wolkenbildung	0.24587	0.32195	0.36178	0.33696	
Geldverkehr	0.22753	0.2727	0.33686	0.33322	
Motivierung	0.17643	0.21305	0.26655	0.26404	
Quälen	0.29452	0.30187	0.33705	0.34261	
Chauvinismus	0.31882	0.34497	0.38896	0.38821	
Sowjetregierung	0.22505	0.23994	0.27939	0.28286	
Widerhall	0.19966	0.24865	0.34205	0.34492	
Immunzelle	0.37915	0.39354	0.39904	0.39276	
Versicherungssystem	0.26371	0.28964	0.38913	0.40419	
Narzißmus	0.32983	0.37946	0.36663	0.33906	
Sexualtrieb	0.29601	0.31126	0.29158	0.2781	
Reichsbahn	0.19679	0.19495	0.2459	0.26043	
Wilderei	0.46334	0.46007	0.34214	0.30922	
Erdmantel	0.26534	0.29641	0.35162	0.3519	
Erdmittelpunkt	0.25927	0.29655	0.3465	0.34244	
Filmbild	0.29831	0.33784	0.40131	0.39988	
Hochrüstung	0.30165	0.28032	0.36465	0.39723	
Bankrotterklärung	0.32468	0.35099	0.39704	0.39677	
Mechanisierung	0.14418	0.20361	0.28088	0.27457	
Tauschring	0.29884	0.32197	0.36302	0.3629	
Jagdrevier	0.42856	0.40934	0.30391	0.28198	
Blankenburg	0.23689	0.26936	0.32593	0.32601	
Tausendstel	0.26844	0.30671	0.38272	0.38548	
Weideland	0.26504	0.34657	0.28097	0.22405	
Strahlungsenergie	0.233	0.27945	0.35331	0.35178	
Ringen	0.12134	0.17506	0.27985	0.28396	
Übervölkerung	0.1412	0.16017	0.19209	0.19181	
Tiefstand	0.20578	0.2238	0.27243	0.27707	
Tolpatsch	0.40687	0.43298	0.40475	0.38351	
Röntgenstrahlung	0.2295	0.27857	0.3557	0.35388	
Karrierist	0.25032	0.25311	0.28051	0.28613	
Überbeanspruchung	0.15519	0.20628	0.34473	0.35938	
Überprüfen	0.20055	0.22821	0.33496	0.35143	
Stabilisator	0.19557	0.26408	0.38354	0.38468	
Fehlkalkulation	0.16509	0.22021	0.29776	0.29347	
Gruppenführer	0.22429	0.23124	0.30436	0.32094	
Untersuchungsrichter	0.25668	0.27367	0.31536	0.31839	
Verbotsschild	0.41507	0.44922	0.53159	0.53758	
Verfassungsfeind	0.33851	0.34765	0.36216	0.36096	
Gemüseart	0.29131	0.47229	0.44149	0.34818	
Programmentwurf	0.28039	0.29978	0.36989	0.3797	
Programmdebatte	0.25321	0.31061	0.36449	0.35223	
Liebesverhältnis	0.264	0.27357	0.25933	0.25011	
Versucher	0.36883	0.3759	0.43586	0.44826	
Englischlehrer	0.28801	0.32508	0.35277	0.34249	
Sprachanalyse	0.26888	0.29116	0.30345	0.29576	
