word	raw_word_frequency_sdewac	log10_word_frequency_sdewac	raw_lemma_frequency_sdewac	log10_lemma_frequency_sdewac
Hilfestellung	6419	3.807467375684278	9262	3.9667047766578745	
Versicherte	5585	3.747023177451628	16658	4.221622857748789	
Früherkennung	2749	3.4391747398434687	2750	3.439332693830263	
Hochrechnung	602	2.7795964912578244	1389	3.1427022457376155	
Versicherer	5097	3.707314633588708	6431	3.808278509582768	
Definition	23270	4.36679638328673	28326	4.452185250814899	
Zahlungsunfähigkeit	1888	3.27600198996205	1906	3.2801228963023075	
Effizienz	10911	4.037864555774374	10923	4.038341933653606	
Punktwert	945	2.975431808509263	1302	3.114610984232173	
Wellenlänge	2112	3.3246939138617746	2964	3.4718781993072905	
Informationsveranstaltung	2202	3.342817314635733	4143	3.6173149332982937	
Sprechstunde	2148	3.332034277027518	3667	3.5643109099606027	
Gesundheitssystem	3408	3.5324995860946626	5258	3.720820581770344	
Nervenzelle	405	2.6074550232146687	3936	3.595055089759304	
Zinssatz	2445	3.388278863459639	3961	3.597804842404293	
Beeinflussung	5043	3.7026889681591335	5371	3.7300551523755	
Qualitätsentwicklung	1659	3.219846386024361	1660	3.220108088040055	
Arbeitsgruppe	18320	4.262925469331831	27091	4.432825036279619	
Referent	5438	3.7354392032514814	14227	4.1531133315106095	
Hauptaugenmerk	1464	3.165541076722373	1465	3.1658376246901283	
Chipkarte	1531	3.1849751906982613	2269	3.355834495884936	
Rahmenbedingung	301	2.4785664955938436	31638	4.500209021715108	
Sachverständigenrat	1219	3.0860037056183818	1864	3.2704459080179626	
Erarbeitung	9066	3.957415714722669	9086	3.9583727324786073	
Sponsor	2644	3.4222614508136027	10486	4.020609853377705	
Sponsoring	2624	3.4189638307036225	2819	3.4500950758716025	
Sparkasse	6508	3.8134475442648212	11122	4.046182890740882	
Verzinsung	2240	3.3502480183341627	2240	3.3502480183341627	
Honorar	3277	3.515476441382376	5740	3.7589118923979736	
Mehrzahl	12236	4.087639468312641	12251	4.088171539864352	
Kostensenkung	1292	3.1112625136590655	1902	3.279210512601395	
Reorganisation	1716	3.2345172835126865	1780	3.250420002308894	
Potsdamer	6522	3.814380794469938	6559	3.816837630902035	
Kindesmißbrauch	217	2.3364597338485296	1037	3.015778756389041	
Behandlungsmöglichkeit	242	2.383815365980431	1971	3.2946866242794433	
Impfung	6317	3.800510876894368	10848	4.035349676522988	
Merkblatt	2250	3.3521825181113627	3075	3.4878451201114355	
Wirksamkeit	17071	4.232258962342701	17089	4.232716649778168	
Beschluß	15729	4.196701112433386	61576	4.789411473551423	
Schulung	6583	3.818423855092079	10590	4.024895960107485	
Arbeitsunfähigkeit	2217	3.345765693114488	2218	3.3459615418131414	
Universitätsklinika	518	2.714329759745233	4455	3.6488477083728936	
Startschuß	615	2.788875115775417	3950	3.59659709562646	
Vertragspartner	5629	3.750431248660202	7289	3.862667950228588	
Eckpunkt	265	2.423245873936808	4070	3.60959440922522	
Vereinfachung	4453	3.648652695131223	5330	3.7267272090265724	
Schwerpunktthema	1612	3.2073650374690716	2787	3.445136968713304	
Bausparkasse	745	2.8721562727482928	1240	3.093421685162235	
Krankenversicherung	15499	4.190303678267582	22088	4.344156393631207	
Geldanlage	1424	3.1535099893008374	2161	3.3346547668832414	
Molekül	1279	3.106870544478654	6505	3.813247300897605	
Botenstoff	561	2.7489628612561616	1901	3.278982116865443	
Boom	3559	3.551327988003846	4020	3.6042260530844703	
Sanierung	13396	4.126975138867829	14035	4.147212416970458	
Serviceangebot	641	2.8068580295188172	1140	3.0569048513364727	
Marburger	3735	3.5722906061514177	3749	3.5739154404215507	
Universitätsklinik	2726	3.435525851498655	3844	3.584783378996508	
Qualitätsmanagement	3302	3.518777068926775	3309	3.519696767159853	
Altersgrenze	2468	3.392345155361204	3002	3.4774106879072515	
Verbund	5562	3.7452309845281406	6789	3.831805808674391	
Standort	29662	4.472200430565602	51987	4.715894756440359	
Vorauszahlung	869	2.9390197764486663	1952	3.290479813330673	
Gewerbe	8844	3.9466487339066765	10708	4.029708362514895	
Körpertemperatur	1745	3.241795431295199	1784	3.2513948500401044	
Vertragsarzt	608	2.783903579272735	1885	3.2753113545418118	
Kostenerstattung	1737	3.2397998184470986	1858	3.269045709657623	
Selbstbeteiligung	917	2.962369335670021	1037	3.015778756389041	
Angleichung	4208	3.6240757311456826	4312	3.6346787521786825	
Indikation	2740	3.437750562820388	4068	3.609380944250707	
Abstimmung	23106	4.3637247690063745	26085	4.416390841058393	
Kalkül	2913	3.4643404846276673	3328	3.5221833176186865	
Förderprogramm	2057	3.313234291694724	6383	3.805024844429805	
Gesundheitspolitik	3282	3.5161385767170743	3290	3.5171958979499744	
Bundestagswahlkampf	1170	3.0681858617461617	1366	3.1354506993455136	
Ehepartner	3943	3.5958267770732233	5110	3.708420900134713	
Transparenz	15455	4.189069009399324	15493	4.190135520877031	
Zusammenwachsen	1504	3.1772478362556233	1820	3.2600713879850747	
Helferin	522	2.717670503002262	2236	3.3494717992143856	
Vertraulichkeit	1897	3.2780673308886628	1942	3.288249225571986	
Sicherheitsmaßnahme	128	2.1072099696478683	2469	3.3925210899319325	
Blindheit	1997	3.3003780648707024	2002	3.3014640731433	
Abbau	19958	4.300117018289869	20893	4.320000804264728	
Vereinbarkeit	4519	3.655042341331202	4525	3.655618583541222	
Mittelständler	1635	3.2135177569963047	2009	3.3029799367482493	
Konzeption	15671	4.195096710611856	18694	4.271702238353701	
Gestaltung	47189	4.673840774141349	48258	4.683569319086185	
Jahrestagung	2949	3.469674772551798	3165	3.500373714353374	
Problemfall	365	2.5622928644564746	1172	3.068927611682072	
Vertragsverhandlung	54	1.7323937598229686	1374	3.137986732723532	
Kernbereich	1956	3.291368850451583	3169	3.5009222391903005	
Sozialpolitik	7350	3.8662873390841948	7373	3.8676442339030985	
Vorsorgeuntersuchung	632	2.800717078282385	2046	3.3109056293761414	
Privatkunde	74	1.8692317197309762	1389	3.1427022457376155	
Kalkulation	2512	3.4000196350651586	3151	3.4984484031739997	
Peripherie	2878	3.4590907896005865	3082	3.4888326343824003	
Abgrenzung	12445	4.094994900944612	13590	4.133219456732494	
Ersatzkasse	649	2.812244696800369	1606	3.205745540942662	
Einzelfall	21913	4.340701838731677	32585	4.513017725331618	
Symposium	4925	3.6924062348336304	6548	3.816108670739904	
Körperschaft	3848	3.5852350633657752	7531	3.8768526476013436	
Selbstverwaltung	8105	3.908753019184534	8247	3.916295994563131	
Einwilligung	7473	3.873494982256169	7578	3.8795546009389743	
Ausbau	34887	4.542663625238801	37075	4.56908115970042	
Halbmarathon	1423	3.1532049000842846	1570	3.1958996524092336	
Entwicklungsprojekt	261	2.416640507338281	1518	3.1812717715594614	
Absicherung	9385	3.9724342769573653	9743	3.988692702549817	
Epidemiologie	1088	3.036628895362161	1100	3.041392685158225	
Risikofaktor	1494	3.17435059747938	5510	3.741151598851785	
Firmenname	320	2.505149978319906	1088	3.036628895362161	
Qualitätskontrolle	1657	3.219322508419337	1991	3.2990712600274095	
Automobilhersteller	1279	3.106870544478654	1696	3.229425847920695	
Betriebswirt	906	2.957128197676813	1611	3.207095540419218	
Einwendung	425	2.6283889300503116	4008	3.6029277128591892	
Richtigkeit	8710	3.9400181550076634	8756	3.9423057528958942	
Konstrukteur	672	2.8273692730538253	1405	3.1476763242410986	
Standbein	1756	3.244524511570084	2028	3.3070679506612985	
Ausbildungsplatz	3009	3.4784221877400805	9756	3.989271791641693	
Vorauswahl	1309	3.116939646550756	1310	3.1172712956557644	
Wirtschaftlichkeit	6628	3.8213824997472994	6644	3.8224296237793567	
Engineering	2993	3.4761067168401913	3034	3.4820155764507117	
Zentrale	11316	4.053692938784954	6404	3.8064513232472623	
Bildungsgang	900	2.9542425094393248	2537	3.404320467221731	
Ergänzung	15412	4.187859000340963	19567	4.291524245008066	
Elektrotechnik	4679	3.67015304519218	4691	3.6712654329471586	
Informatik	16876	4.2272695167098435	16987	4.23011668678622	
Bauteil	1072	3.0301947853567515	6302	3.799478398837981	
Aggregat	409	2.611723308007342	1034	3.0145205387579237	
Projektmanagement	2307	3.3630475945210936	2678	3.42781057267599	
Kooperationspartner	4010	3.603144372620182	5604	3.748498126613737	
Nutzfahrzeug	80	1.9030899869919435	1137	3.0557604646877348	
Lenkung	1880	3.27415784926368	1946	3.289142835932333	
Girokonto	1204	3.0806264869218056	1667	3.2219355998280053	
Knopfdruck	2250	3.3521825181113627	2269	3.355834495884936	
Verwertung	9770	3.989894563718773	9838	3.9929068182233127	
Dieselmotor	666	2.823474229170301	1601	3.2043913319193	
Einstufung	3157	3.4992745818922173	3397	3.531095546870028	
Konstruktion	14592	4.164114820984341	17916	4.25324105377265	
Komponente	7217	3.8583567052977736	20437	4.310417144932937	
Airbag	515	2.711807229041191	1293	3.111598524880394	
Drehzahl	740	2.8692317197309762	1106	3.0437551269686796	
Fahrlässigkeit	3297	3.518118947143153	3357	3.5259513412480126	
Ersatzanspruch	461	2.663700925389648	1132	3.0538464268522527	
Rekord	3276	3.5153438930883807	5182	3.714497408649806	
Rüsselsheimer	1376	3.1386184338994925	1416	3.15106325335375	
Zutaten	8570	3.932980821923198	8596	3.934296406819406	
Variabilität	1064	3.0269416279590295	1066	3.0277572046905536	
Tätigkeitsfeld	1132	3.0538464268522527	3065	3.486430478854434	
Kernstück	2800	3.4471580313422194	2959	3.471144965160633	
Schließen	2346	3.3703280077795106	1668	3.22219604630172	
Senator	6631	3.821579027912009	9997	3.999869692108268	
Ressource	3606	3.557025722386383	35479	4.549971370443728	
Qualitätsstandard	707	2.8494194137968996	3134	3.4960989921325716	
Fan	7551	3.878004470268025	40210	4.604334073102911	
Dienstleistung	8541	3.9315087218666176	42805	4.631494501386561	
Entgelt	7228	3.8590181438888944	11609	4.064794811195383	
Nutzung	68362	4.834814759962361	72231	4.858723627479364	
Verbreitung	23752	4.375700184587989	23775	4.376120525609451	
Proportion	574	2.7589118923979736	2243	3.350829273582968	
Bevollmächtigte	1028	3.011993114659257	3298	3.5182506513085	
Verbrauch	7793	3.8917046762391827	8719	3.940466677663529	
Fahrweise	1185	3.0737183503461227	1205	3.080987046910887	
Widerruf	4170	3.6201360549737576	5158	3.712481337801919	
Studiengang	13458	4.128980523966612	34778	4.54130460314287	
Aufpreis	2044	3.3104808914626753	2159	3.334252642334231	
Zubehör	3582	3.554125581513013	3712	3.5696079675468244	
Guthaben	2851	3.45499721730946	3171	3.501196242027089	
Zahlung	23449	4.370124326635658	34329	4.5356611526594435	
Sperre	2526	3.402433346219312	2525	3.40226138245468	
Linienführung	972	2.9876662649262746	1049	3.020775488193558	
Problemlösung	2262	3.3544926005894364	4404	3.643847310299714	
Währung	8381	3.923295840655504	11048	4.043283665570575	
Flexibilität	12096	4.082641778157131	12129	4.083824996053337	
Fond	1887	3.2757719001649312	1926	3.2846562827885157	
Segment	3738	3.572639297042813	6460	3.8102325179950842	
Öffnungszeit	440	2.6434526764861874	7627	3.882353746388714	
Grundregel	590	2.7708520116421442	2323	3.3660492098002357	
Gesamteindruck	2265	3.3550682063488506	2398	3.37984917876283	
Einkunft	16	1.2041199826559248	18849	4.275288314435602	
Industrialisierung	5117	3.7090154169721172	5125	3.709693869727792	
Mindeststandard	440	2.6434526764861874	2706	3.4323277922616042	
Kreditkarte	3194	3.5043349118024643	4921	3.6920533650340808	
Info	4925	3.6924062348336304	24200	4.383815365980431	
Überarbeitung	4410	3.6444385894678386	4707	3.672744198306599	
Nachrüstung	1085	3.0354297381845483	1215	3.084576277934331	
Polster	1422	3.1528995963937474	1446	3.160168292958512	
Rückführung	3647	3.561935763313781	4043	3.6067037413336744	
Inspektion	1857	3.2688119037397803	3292	3.5174598265402324	
Belieben	3905	3.591621038213319	3904	3.591509808994654	
Hochburg	1553	3.1911714557285586	2396	3.379486813717274	
Unterlassung	3104	3.491921712586151	3502	3.5443161417474274	
Genehmigung	23100	4.363611979892144	25858	4.41259493111848	
Weitergabe	5698	3.755722444903458	5706	3.7563317673210577	
Erwerb	20204	4.305437359840312	22363	4.349530063796264	
Management	25396	4.4047653184023146	28903	4.460942922888959	
Hartnäckigkeit	1216	3.0849335749367164	1218	3.0856472882968564	
Umdenken	3578	3.5536403362313544	3808	3.580696939712437	
Reduzierung	13534	4.13142617214745	13951	4.144605338714745	
Schadensfall	985	2.9934362304976116	1594	3.2024883170600935	
Commerzbank	1970	3.294466226161593	1981	3.296884475538547	
Plus	8845	3.946697837245742	8918	3.9502674680135885	
Erteilung	9521	3.9786825651569444	9530	3.9790929006383267	
Verschlechterung	6113	3.78625439578978	7783	3.891147030448771	
Großunternehmen	3647	3.561935763313781	3868	3.587486465410964	
Exot	217	2.3364597338485296	1116	3.04766419460156	
Senkung	10035	4.001517376823505	10366	4.015611204503513	
Betriebskosten	3459	3.5389505620143615	3460	3.5390760987927767	
Sockel	2468	3.392345155361204	2732	3.436480695009495	
Profil	14590	4.164055291893452	18362	4.263919983055772	
Interieur	738	2.8680563618230415	1047	3.0199466816788423	
Beilegung	1587	3.2005769267548483	1590	3.2013971243204513	
Geldautomat	143	2.155336037465062	1341	3.127428777851599	
Wiedervereinigung	9771	3.989939013284536	9801	3.9912703891951	
Modernisierung	14407	4.158573556172255	15018	4.176612099991867	
Mehrwert	4695	3.6716355966021297	5759	3.7603470785299065	
Ausbildungsstätte	1551	3.190611797813605	3034	3.4820155764507117	
Fachabteilung	618	2.790988475088816	1572	3.196452541703389	
Gewähr	3881	3.588943642740015	3880	3.5888317255942073	
Gegenwert	1470	3.167317334748176	1517	3.1809855807867304	
Widerrufsrecht	2221	3.346548558548474	2570	3.4099331233312946	
Edition	6375	3.804480189105993	8009	3.9035782936630543	
Vorliegen	8736	3.941312625360662	9303	3.968623020956989	
Facharbeiter	1237	3.0923696996291206	1623	3.210318519826232	
Handlungsfähigkeit	4019	3.604118006192035	4088	3.611510887126656	
Beanstandung	997	2.998695158311656	2623	3.418798290590354	
Hauptstudium	5063	3.704407927386841	6436	3.808616035426992	
Arbeitsfeld	1640	3.214843848047698	4029	3.6051972673883776	
Beseitigung	14011	4.14646913307187	14030	4.14705767102836	
Neuauflage	4427	3.6461095219788477	4868	3.6873505695580273	
Vermischung	2402	3.3805730030668872	2554	3.4072208929273966	
Neuwagen	963	2.9836262871245345	1112	3.0461047872460387	
Maschinenbau	4908	3.6909045540549665	5512	3.7413092088995694	
Innovation	11519	4.061414778277073	22522	4.352606954136521	
Special	4321	3.63558426631123	5099	3.707485011967474	
Marktanteil	4508	3.653983907374069	7258	3.8608169638645378	
Währungsreform	1035	3.0149403497929366	1100	3.041392685158225	
Rückgabe	4488	3.652052848248105	4554	3.658393026279124	
Jahresbeitrag	758	2.8796692056320534	1069	3.028977705208778	
Praktikumsplatz	476	2.677606952720493	1243	3.094471128641645	
Berufseinstieg	1165	3.0663259253620376	1165	3.0663259253620376	
Gesamtgewicht	963	2.9836262871245345	1028	3.011993114659257	
Diplom	4564	3.659345635746177	5529	3.7426465899387362	
Wartung	4283	3.6317480743965693	4417	3.6451273992583912	
Grundausstattung	1633	3.212986184736668	1648	3.216957207361097	
Verkaufszahl	27	1.4313637641589874	1574	3.1970047280230456	
Volkswirtschaftslehre	1941	3.2880255353883627	1941	3.2880255353883627	
Sozialbereich	1032	3.0136796972911926	1093	3.038620161949703	
Sprachkenntnis	91	1.9590413923210936	4706	3.6726519228400023	
Tick	1034	3.0145205387579237	1194	3.0770043267933502	
Mittelklasse	1602	3.204662511748219	1741	3.240798771117331	
Produzent	5369	3.7298934039632377	16458	4.216377057988173	
Administration	5028	3.7013952690139202	5229	3.718418641829656	
Beschleunigung	6025	3.779957051246906	6330	3.801403710017355	
Höchstgeschwindigkeit	2420	3.383815365980431	2549	3.4063698354692677	
Übersetzer	4115	3.6143698395482886	4952	3.6947806360120614	
Drehmoment	940	2.9731278535996988	1007	3.003029470553618	
U	9303	3.968623020956989	10274	4.011739561388318	
Katalysator	1856	3.268577971882843	3084	3.4891143693789193	
Volumen	8063	3.906496659799353	8660	3.937517892017347	
Kreditinstitut	2044	3.3104808914626753	6295	3.7989957344438814	
Umweltverträglichkeit	1202	3.079904467666721	1203	3.0802656273398448	
Rennstrecke	878	2.9434945159061026	1141	3.0572856444182146	
Repräsentanz	1222	3.0870712059065353	1446	3.160168292958512	
Schadensersatzanspruch	2666	3.4258601450778405	5637	3.751048034820188	
Nachprüfung	2714	3.433609843323718	2897	3.461948495203762	
Produktionsanlage	239	2.3783979009481375	1393	3.1439511164239633	
Fertigung	4347	3.638189640190837	4419	3.6453240015622934	
Vordiplom	1297	3.11293997608408	1298	3.1132746924643504	
Erstattung	5754	3.7599698575543075	6118	3.78660947264866	
Omnibus	497	2.696356388733332	1072	3.0301947853567515	
Hochschulabschluß	201	2.303196057420489	1582	3.1992064791616577	
Teamarbeit	2895	3.4616485680634552	2958	3.4709981696608736	
Teamfähigkeit	1763	3.246252312299322	1764	3.246498580795801	
Versicherungsschutz	3752	3.5742628297070267	4218	3.6251065754034677	
Aufgabenbereich	2747	3.438858659420562	5119	3.7091851295502454	
Durchsicht	1537	3.1866738674997452	1562	3.1936810295412816	
Fahrerin	842	2.9253120914996495	1247	3.0958664534785427	
Konvention	7831	3.893817223967463	12084	4.082210716601243	
Teilbetrag	737	2.8674674878590514	1367	3.1357685145678222	
Zahlungsmittel	2004	3.301897717195208	2306	3.36285930295868	
Visum	3639	3.5609820555862353	6773	3.830781075606361	
Umdrehung	442	2.645422269349092	1258	3.0996806411092503	
Abdeckung	2246	3.351409751925439	2490	3.3961993470957363	
Jubiläum	7748	3.889189612047073	10271	4.011612729219424	
Zuverlässigkeit	6450	3.809559714635268	6458	3.810098040681143	
Werkstoff	1087	3.0362295440862948	4213	3.6245914591268478	
Vorreiter	2984	3.474798818800631	3249	3.511749711344983	
Arbeitslohn	2868	3.4575791469957626	3730	3.571708831808688	
Anwender	10547	4.0231289460104955	13066	4.116142653853794	
Kritikpunkt	1411	3.149527013754348	3503	3.5444401373176926	
Syntax	1431	3.1556396337597765	1433	3.1562461903973444	
Nutzer	21854	4.339530938740656	21899	4.340424283589086	
Erlernen	3714	3.5698418994037615	3726	3.571242850560224	
Prozessor	1683	3.226084115975824	3217	3.50745106090197	
Schaffung	25579	4.40788356191859	25600	4.40823996531185	
Eingabe	5920	3.77232170672292	8639	3.936463474004747	
Hardware	6110	3.7860412102425545	6208	3.792951708250132	
Grammatik	4132	3.616160312847583	4440	3.6473829701146196	
Lernende	2066	3.315130317183602	6523	3.8144473785224875	
Vereinheitlichung	2745	3.4385423487861106	2801	3.4473131088235682	
Verb	1214	3.0842186867392387	2694	3.4303975913869666	
Englische	2632	3.4202858849419178	4734	3.675228253593064	
Schreibweise	2872	3.4581844355702627	3580	3.5538830266438746	
Substantiv	524	2.7193312869837265	1120	3.0492180226701815	
Jurist	3598	3.556061159009533	12824	4.108023509346088	
Bürokrat	139	2.143014800254095	1366	3.1354506993455136	
Kanzler	17835	4.251273113674372	20603	4.313930462533462	
Vokabular	1956	3.291368850451583	2193	3.341038631677523	
Betriebssystem	4743	3.6760531246518715	8341	3.92121812119495	
Verzeichnis	7133	3.8532722240206834	9967	3.9985644582609416	
Ausnahmeregelung	1243	3.094471128641645	2616	3.4176377396522297	
Musikerin	550	2.7403626894942437	1524	3.182984967003582	
Ehrung	2825	3.4510184521554574	4483	3.651568738865792	
Kulturarbeit	1241	3.09377178149873	1245	3.095169351431755	
Kammermusik	1088	3.036628895362161	1090	3.037426497940624	
Orgel	6727	3.827821427682802	7649	3.8836046609222925	
Intervention	8804	3.94468003388131	13588	4.1331555381979905	
Staatstheater	1300	3.113943352306837	1758	3.245018870737753	
Jesu	25336	4.403738050363856	25341	4.403823748902307	
Solist	859	2.9339931638312424	3371	3.527758752520972	
Stadthalle	2778	3.4437322414015967	2833	3.452246574520437	
Streichquartett	710	2.8512583487190755	1046	3.0195316845312554	
Solinger	1510	3.1789769472931693	1544	3.188647295999717	
Großmeister	1332	3.1245042248342823	1591	3.2016701796465816	
Klassik	4807	3.681874122128647	4856	3.686278678067201	
Ensemble	7907	3.8980117387975017	11568	4.063258279950456	
Kirchhof	1431	3.1556396337597765	1566	3.1947917577219247	
Sinfonie	1942	3.288249225571986	2429	3.3854275148051305	
Bloch	1572	3.196452541703389	1843	3.265525335219074	
Bildungsstätte	768	2.885361220031512	1379	3.13956426617585	
Repertoire	5073	3.7052648623174043	5664	3.7531232446817127	
Renaissance	9092	3.9586594270529334	9164	3.96208508051736	
Besucherzahl	677	2.8305886686851442	2414	3.3827372657613304	
Prager	3405	3.532117116248804	3415	3.5333907080175515	
Spielplan	2592	3.413634997198556	3358	3.52608069180203	
Credo	2058	3.313445370426414	2122	3.3267453795653217	
Arbeitskreis	9344	3.9705328297683242	16754	4.22411851110638	
Bundesminister	4160	3.6190933306267428	5258	3.720820581770344	
Flutkatastrophe	2619	3.418135498425232	2849	3.454692449239477	
Legislaturperiode	6641	3.822233480238844	7081	3.8500945943867007	
Landtagsabgeordnete	1059	3.024895960107485	2371	3.3749315539781883	
Granit	1361	3.133858125203335	1395	3.1445742076096166	
Oratorium	717	2.8555191556678	1246	3.095518042323151	
Studienzeit	1948	3.2895889525425965	3661	3.563599728881531	
Richtfest	958	2.9813655090785445	1040	3.0170333392987803	
Münsteraner	1398	3.1455071714096627	1398	3.1455071714096627	
Oberstleutnant	1043	3.018284308426531	1096	3.0398105541483504	
Mitwirkung	12797	4.107108169948554	12812	4.107616929991784	
Barock	2868	3.4575791469957626	2846	3.4542348957482654	
Preisträger	6315	3.8003733548913496	7495	3.874771637184298	
Republikaner	5218	3.717504074764202	6743	3.82885315967664	
Grenzziehung	1035	3.0149403497929366	1572	3.196452541703389	
Königshaus	975	2.989004615698537	1639	3.214578953570499	
Part	3931	3.5945030438200893	4756	3.677241845946654	
Finanzierung	36428	4.561435327903806	37326	4.572011451726313	
Festakt	2717	3.4340896384178907	3364	3.5268559871258747	
Vergabe	11163	4.047780924741197	11375	4.05595140532915	
Organist	1088	3.036628895362161	1939	3.2875778090787056	
Arie	1060	3.0253058652647704	1857	3.2688119037397803	
Miniatur	423	2.6263403673750423	1375	3.1383026981662816	
Verleihung	6960	3.842609239610562	7074	3.8496650554787326	
Brauer	924	2.9656719712201065	1032	3.0136796972911926	
Vorverkauf	1470	3.167317334748176	1529	3.1844074854123203	
Inhaltsangabe	1174	3.0696680969115957	1592	3.20194306340165	
Besetzung	17049	4.2316989107643925	18094	4.257534585980679	
Aufteilung	8018	3.9040660519145027	8138	3.9105176855172665	
Musikrat	768	2.885361220031512	1413	3.1501421618485588	
Errichtung	19008	4.2789364233011	19015	4.279096329747602	
Mitwirkende	592	2.77232170672292	1859	3.269279389771899	
Musizieren	1832	3.2629254693318317	2157	3.333850145102545	
Vitalität	2328	3.366982975977851	2335	3.368286884902131	
Beliebtheit	5311	3.725176301419137	5323	3.726156466172755	
Musikleben	721	2.857935264719429	1049	3.020775488193558	
Teilung	8277	3.917872955198848	8736	3.941312625360662	
Festspiel	118	2.0718820073061255	2607	3.416141031168329	
Trägerin	1123	3.050379756261458	1456	3.1631613749770184	
Abtei	2137	3.3298045221640695	2344	3.369957607346053	
Liturgie	4590	3.6618126855372615	4788	3.680154141734373	
Amtszeit	10485	4.020568434801363	10826	4.034468022755043	
Filmpreis	1073	3.030599721965951	1446	3.160168292958512	
Jahresanfang	1027	3.0115704435972783	1027	3.0115704435972783	
Arrangement	1751	3.243286146083446	4466	3.649918718735419	
Essener	4072	3.6098077693287025	4165	3.6196150057428063	
Deportation	2143	3.3310221710418286	3116	3.493597449000527	
Konzentrationslager	4915	3.6915235221681546	7446	3.8719230318823734	
Stadtgebiet	5420	3.733999286538387	6651	3.8228869478341507	
Passion	2523	3.4019172505175748	2866	3.4572761860613257	
Evangelist	755	2.8779469516291885	2114	3.3251049829714074	
Gesamtwerk	1576	3.1975562131535367	1961	3.292477593667784	
Intendant	2322	3.3658622154025553	4023	3.6045500325712614	
Brenner	3039	3.482730700079943	3364	3.5268559871258747	
Therme	648	2.8115750058705933	1181	3.072249897613515	
Vesper	1970	3.294466226161593	1908	3.2805783703680764	
Grundausbildung	1819	3.2598326990634834	1820	3.2600713879850747	
Wiesbadener	1562	3.1936810295412816	1571	3.1961761850399735	
Blütezeit	2911	3.464042205438811	3028	3.4811558708280352	
Vaterland	4304	3.6338722626583326	6091	3.7846885995014214	
Sommerpause	3075	3.4878451201114355	3088	3.4896772916636984	
Musikgeschichte	1358	3.132899769944483	1372	3.137354111370733	
Förderer	3753	3.5743785644130823	4616	3.664265800147675	
Saxophon	924	2.9656719712201065	1101	3.041787318971752	
Alt	5445	3.735997884091794	5039	3.7023443583557687	
Cello	981	2.9916690073799486	1172	3.068927611682072	
Tscheche	495	2.694605198933569	3833	3.5835388192543522	
Jazz	7233	3.859318465097116	7207	3.8577545220594422	
Grundsteinlegung	1430	3.155336037465062	1465	3.1658376246901283	
Zeitplan	4737	3.6755033847279566	5532	3.742882171437273	
Bauvorhaben	3870	3.5877109650189114	4809	3.6820547770738075	
Anziehungspunkt	1170	3.0681858617461617	1468	3.166726055580052	
Preisträgerin	714	2.8536982117761744	1196	3.077731179652392	
Gesamtnote	1355	3.1319392952104246	1356	3.1322596895310446	
Knappheit	1488	3.17260293120986	1600	3.204119982655925	
Kriegsgefangene	1880	3.27415784926368	4527	3.6558104944952525	
Erschießung	795	2.9003671286564705	1230	3.089905111439398	
Mißerfolg	1224	3.0877814178095426	5967	3.775756037844098	
Nutzungsrecht	1370	3.1367205671564067	4050	3.6074550232146687	
Uraufführung	3435	3.5359267413955693	3970	3.598790506763115	
Meisterstück	872	2.940516484932567	1027	3.0115704435972783	
Vorläufer	4287	3.6321534835106326	4759	3.6775157047987577	
Kontrakt	668	2.824776462475546	1180	3.0718820073061255	
Brandenburger	6260	3.7965743332104296	6367	3.803934849863842	
Kritiker	17535	4.243905770217522	22048	4.3433692002275315	
Palais	2108	3.323870606540509	2124	3.3271545124094315	
Abonnent	423	2.6263403673750423	2486	3.395501124305626	
Abonnement	1255	3.098643725817057	1943	3.2884728005997825	
Ode	981	2.9916690073799486	1447	3.1604685311190375	
Entfaltung	8141	3.9106777547427054	8149	3.911104317804036	
Kulturkreis	1775	3.249198357391113	3648	3.5620548296563785	
Premier	4106	3.613418945034573	4709	3.6729286904427223	
Konservatorium	1057	3.024074987307426	1589	3.2011238972073794	
Dichtung	6732	3.8281441073037863	8215	3.9146075677710805	
Partitur	1408	3.1486026548060932	1814	3.2586372827240764	
Arznei	961	2.9827233876685453	2267	3.3554515201265174	
Verherrlichung	1293	3.111598524880394	1314	3.118595365223762	
Anmaßung	1137	3.0557604646877348	1362	3.1341771075767664	
Kommune	8952	3.9519200735202937	48767	4.688126039915543	
Monarchie	4700	3.6720978579357175	5174	3.7138264243805246	
Wiederbelebung	2903	3.4628470358316736	2927	3.466422722433792	
Schulbildung	2552	3.4068806700491248	2557	3.4077307280263356	
Begründer	3833	3.5835388192543522	4239	3.627263416568221	
Hochkultur	1316	3.1192558892779365	2158	3.334051440346892	
Proklamation	1082	3.0342272607705505	1323	3.121559844187501	
Volkslied	528	2.722633922533812	1514	3.180125875164054	
Mähre	66	1.8195439355418688	1110	3.0453229787866576	
Ehrenbürger	1073	3.030599721965951	1180	3.0718820073061255	
Wirtschaftskraft	2028	3.3070679506612985	2079	3.317854489331469	
Bürgertum	2671	3.426673888021373	4520	3.655138434811382	
Nationalität	3923	3.593618308129536	6373	3.8043439184798657	
Kontrahent	432	2.635483746814912	3479	3.541454428747589	
Unterzeichner	2010	3.303196057420489	2618	3.417969642214737	
Memorandum	1931	3.285782273779395	2407	3.38147609027503	
Wirken	10548	4.023170121121397	12632	4.101472117000238	
